ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,contrast,direction
GO:0001501,skeletal system development,7/74,42/2061,0.16666666666666666,4.641891891891892,4.600807600209179,5.68701062031825e-4,0.03369423097538694,0.03077808740893493,COL1A1/COL3A1/COL1A2/COL6A1/FBN1/TGFBI/GNAS,7,Training_Young,Down
GO:0003206,cardiac chamber morphogenesis,4/74,12/2061,0.3333333333333333,9.283783783783784,5.552632556071248,6.096381387335146e-4,0.03369423097538694,0.03077808740893493,MYL3/MYL2/TNNI1/TNNC1,4,Training_Young,Down
GO:0003231,cardiac ventricle development,4/74,12/2061,0.3333333333333333,9.283783783783784,5.552632556071248,6.096381387335146e-4,0.03369423097538694,0.03077808740893493,MYL3/MYL2/TNNI1/TNNC1,4,Training_Young,Down
GO:0019646,aerobic electron transport chain,9/74,70/2061,0.12857142857142856,3.5808880308880306,4.238704003379567,6.737169069116048e-4,0.03585671093451764,0.03275341064010804,NDUFS7/NDUFB6/NDUFA3/MT-CO3/MT-ND4/NDUFB7/NDUFV2/COX7B/NDUFA6,9,Training_Young,Down
GO:0110011,regulation of basement membrane organization,3/74,6/2061,0.5,13.925675675675675,6.1174933117916686,8.226368581623102e-4,0.04075099600866437,0.03722410872270774,LAMC1/NID1/LAMB2,3,Training_Young,Down
GO:2001046,positive regulation of integrin-mediated signaling pathway,3/74,6/2061,0.5,13.925675675675675,6.1174933117916686,8.226368581623102e-4,0.04075099600866437,0.03722410872270774,LAMC1/NID1/LAMB2,3,Training_Young,Down
GO:0043200,response to amino acid,5/74,22/2061,0.22727272727272727,6.329852579852579,4.849181737707798,8.507514824355819e-4,0.04075099600866437,0.03722410872270774,COL1A1/COL3A1/COL4A1/COL1A2/COL6A1,5,Training_Young,Down
GO:0042773,ATP synthesis coupled electron transport,9/74,74/2061,0.12162162162162163,3.3873265157048946,4.035332122315055,0.0010192459097250971,0.045770511633592643,0.04180919899431566,NDUFS7/NDUFB6/NDUFA3/MT-CO3/MT-ND4/NDUFB7/NDUFV2/COX7B/NDUFA6,9,Training_Young,Down
GO:0042775,mitochondrial ATP synthesis coupled electron transport,9/74,74/2061,0.12162162162162163,3.3873265157048946,4.035332122315055,0.0010192459097250971,0.045770511633592643,0.04180919899431566,NDUFS7/NDUFB6/NDUFA3/MT-CO3/MT-ND4/NDUFB7/NDUFV2/COX7B/NDUFA6,9,Training_Young,Down
GO:0007155,cell adhesion,14/74,159/2061,0.0880503144654088,2.452320244773075,3.677953495400236,0.0011441363103547723,0.04932525553984123,0.045056289534616725,COL1A1/COL3A1/CTSG/LAMC1/COL6A1/COL6A2/NID1/FBN1/LAMB2/DPT/NID2/TGFBI/GNAS/SORBS1,14,Training_Young,Down
GO:0051216,cartilage development,4/74,14/2061,0.2857142857142857,7.9575289575289565,5.039769287086192,0.0011670554546656937,0.04932525553984123,0.045056289534616725,COL1A1/COL3A1/COL6A1/TGFBI,4,Training_Young,Down
GO:0016054,organic acid catabolic process,21/101,83/2061,0.25301204819277107,5.1629488250029825,8.786041213235812,8.290800041421654e-11,7.942586439681945e-8,7.492265090063674e-8,MLYCD/PCCB/ACADM/ETFA/GLUL/ACAT1/MPST/ALDH4A1/ECHS1/HMGCL/ETFB/HADHA/CRAT/ALDH5A1/HADHB/ALDH6A1/TST/DCXR/MCEE/MCCC1/ACAD8,21,Aging,Up
GO:0046395,carboxylic acid catabolic process,21/101,83/2061,0.25301204819277107,5.1629488250029825,8.786041213235812,8.290800041421654e-11,7.942586439681945e-8,7.492265090063674e-8,MLYCD/PCCB/ACADM/ETFA/GLUL/ACAT1/MPST/ALDH4A1/ECHS1/HMGCL/ETFB/HADHA/CRAT/ALDH5A1/HADHB/ALDH6A1/TST/DCXR/MCEE/MCCC1/ACAD8,21,Aging,Up
GO:0044248,cellular catabolic process,21/101,95/2061,0.22105263157894736,4.5107868681605,7.951348206117775,1.2907521704650189e-9,8.243603862036587e-7,7.776215707678728e-7,MLYCD/PCCB/ACADM/ETFA/GLUL/ACAT1/MPST/ALDH4A1/ECHS1/HMGCL/ETFB/HADHA/CRAT/ALDH5A1/HADHB/ALDH6A1/TST/DCXR/MCEE/MCCC1/ACAD8,21,Aging,Up
GO:0044282,small molecule catabolic process,22/101,122/2061,0.18032786885245902,3.6797597792566146,6.925531941948218,2.9025149939555757e-8,1.3903046821047208e-5,1.3114784854267696e-5,MLYCD/PCCB/ACADM/ETFA/GLUL/ACAT1/MPST/ALDH4A1/ECHS1/HMGCL/ETFB/HADHA/CRAT/ALDH5A1/HADHB/ALDH6A1/TST/TKFC/DCXR/MCEE/MCCC1/ACAD8,22,Aging,Up
GO:0072329,monocarboxylic acid catabolic process,12/101,44/2061,0.2727272727272727,5.565256525652565,6.947120572823154,5.693077930531618e-7,2.1414438809208127e-4,2.0200302953197647e-4,MLYCD/PCCB/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB/DCXR/MCEE,12,Aging,Up
GO:0009062,fatty acid catabolic process,11/101,37/2061,0.2972972972972973,6.066630987423068,7.057991715810545,6.705982925639288e-7,2.1414438809208127e-4,2.0200302953197647e-4,MLYCD/PCCB/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB/MCEE,11,Aging,Up
GO:0009063,amino acid catabolic process,11/101,41/2061,0.2682926829268293,5.474764549625695,6.5682956647700355,2.1013657497274154e-6,5.75173825211104e-4,5.425631567341312e-4,ETFA/GLUL/ACAT1/ALDH4A1/ECHS1/HMGCL/ETFB/ALDH5A1/ALDH6A1/MCCC1/ACAD8,11,Aging,Up
GO:0006635,fatty acid beta-oxidation,9/101,32/2061,0.28125,5.739170792079208,6.132006228282417,1.250235718419913e-5,0.0029943145456156916,0.002824545695430251,MLYCD/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB,9,Aging,Up
GO:0016042,lipid catabolic process,12/101,60/2061,0.2,4.081188118811881,5.497136951786057,1.95386766397461e-5,0.004159567160194836,0.003923731905315094,MLYCD/PCCB/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB/ASAH1/MCEE,12,Aging,Up
GO:0009081,branched-chain amino acid metabolic process,7/101,20/2061,0.35,7.1420792079207915,6.264337813670715,2.5285642996636044e-5,0.004844729198155466,0.004570047265813062,PCCB/ACAT1/ECHS1/HMGCL/ALDH6A1/MCCC1/ACAD8,7,Aging,Up
GO:0019395,fatty acid oxidation,9/101,36/2061,0.25,5.101485148514851,5.634380097498924,3.559282640505367e-5,0.006199623217462076,0.005848122769136569,MLYCD/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB,9,Aging,Up
GO:0034440,lipid oxidation,9/101,37/2061,0.24324324324324326,4.963607171527964,5.521441496492332,4.513708991334521e-5,0.007206888689497451,0.006798279243966116,MLYCD/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB,9,Aging,Up
GO:0009083,branched-chain amino acid catabolic process,6/101,17/2061,0.35294117647058826,7.202096680256262,5.827587569082055,9.523740190986168e-5,0.014036527850714998,0.013240697901152431,ACAT1/ECHS1/HMGCL/ALDH6A1/MCCC1/ACAD8,6,Aging,Up
GO:0030258,lipid modification,9/101,41/2061,0.21951219512195122,4.479352813330114,5.107177762439648,1.0782527502041854e-4,0.014756659067080138,0.013919999790229974,MLYCD/ACADM/ETFA/ACAT1/ECHS1/ETFB/HADHA/CRAT/HADHB,9,Aging,Up
GO:0006520,amino acid metabolic process,14/101,100/2061,0.14,2.856831683168317,4.320161700584022,2.45690312548276e-4,0.03138284258949979,0.029603527483887015,PCCB/ETFA/GLUL/ACAT1/MPST/ALDH4A1/ECHS1/HMGCL/ETFB/ALDH5A1/ALDH6A1/MCCC1/WARS2/ACAD8,14,Aging,Up
GO:0006629,lipid metabolic process,22/101,212/2061,0.10377358490566038,2.1175976088174857,3.8989817302306125,3.690607935292896e-4,0.044170715459159404,0.04166636547817641,AKR7A2/MLYCD/C3/RBP4/PCCB/PSAP/CLU/ACADM/ETFA/ACAT1/ECHS1/HMGCL/ETFB/HADHA/CRAT/HADHB/NPC2/ASAH1/IDI1/ABHD11/MCEE/ACAD8,22,Aging,Up
GO:0019752,carboxylic acid metabolic process,24/101,243/2061,0.09876543209876543,2.015401540154015,3.824813614389658,4.057810494596191e-4,0.044170715459159404,0.04166636547817641,MLYCD/C3/PCCB/ACADM/ETFA/GLUL/ACAT1/MPST/ALDH4A1/ECHS1/HMGCL/ETFB/HADHA/CRAT/IDH2/ALDH5A1/HADHB/ALDH6A1/ASAH1/TST/DCXR/MCEE/MCCC1/ACAD8,24,Aging,Up
GO:0009617,response to bacterium,12/101,81/2061,0.14814814814814814,3.023102310231023,4.215936119145505,4.149649677791593e-4,0.044170715459159404,0.04166636547817641,HP/C3/IGHG2/LRG1/SOD2/CA3/CTSG/HMGB1/HMGB2/MAOB/HADHB/MAVS,12,Aging,Up
GO:0055001,muscle cell development,30/167,75/2061,0.4,4.936526946107785,10.309939021450992,5.111836816488785e-15,1.0612173231030718e-11,1.0498098556810127e-11,ACTN4/TPM1/UCHL1/MYH3/ACTN1/CAPN3/NEB/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/KLHL40/OBSCN/MYOM3/LMOD2/NRAP/TTN/PDLIM5/ALPK3/SYNPO2L/MYOZ1/MYOZ2/TMOD4,30,Aging,Down
GO:0055002,striated muscle cell development,27/167,66/2061,0.4090909090909091,5.048720740337507,9.924764230891263,7.237883154042563e-14,7.51292271389618e-11,7.432163175545811e-11,TPM1/MYH3/CAPN3/NEB/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/KLHL40/OBSCN/MYOM3/LMOD2/NRAP/TTN/PDLIM5/ALPK3/SYNPO2L/MYOZ1/MYOZ2/TMOD4,27,Aging,Down
GO:0030239,myofibril assembly,22/167,44/2061,0.5,6.1706586826347305,10.292505750598998,1.1434005440286064e-13,7.912331764677955e-11,7.827278811929162e-11,TPM1/MYH3/CAPN3/NEB/ACTN2/TNNT3/MYOM1/MYOM2/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,22,Aging,Down
GO:0045214,sarcomere organization,18/167,32/2061,0.5625,6.941991017964072,10.05698529338577,1.6316789417788138e-12,8.468413707832043e-10,8.377383198448594e-10,TPM1/MYH3/CAPN3/ACTN2/TNNT3/MYOM1/MYOM2/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/SYNPO2L/MYOZ1/MYOZ2,18,Aging,Down
GO:0010927,cellular component assembly involved in morphogenesis,22/167,51/2061,0.43137254901960786,5.323705530116238,9.282073991141093,5.15862665274979e-12,1.7848848218514274e-9,1.7656983507920774e-09,TPM1/MYH3/CAPN3/NEB/ACTN2/TNNT3/MYOM1/MYOM2/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,22,Aging,Down
GO:0032989,cellular anatomical entity morphogenesis,22/167,51/2061,0.43137254901960786,5.323705530116238,9.282073991141093,5.15862665274979e-12,1.7848848218514274e-9,1.7656983507920774e-09,TPM1/MYH3/CAPN3/NEB/ACTN2/TNNT3/MYOM1/MYOM2/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,22,Aging,Down
GO:0042692,muscle cell differentiation,31/167,102/2061,0.30392156862745096,3.750792532581895,8.459458476689608,1.0337091568366314e-11,3.0656860137040666e-9,3.0327316766740873e-9,ACTN4/TPM1/UCHL1/MYH3/ACTN1/CAPN3/NEB/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/SPEG/KLHL40/OBSCN/MYOM3/LMOD2/NRAP/TTN/PDLIM5/ALPK3/SYNPO2L/MYOZ1/MYOZ2/TMOD4,31,Aging,Down
GO:0051146,striated muscle cell differentiation,27/167,82/2061,0.32926829268292684,4.063604498320433,8.40462974741056,3.317552488824552e-11,8.609048708499713e-9,8.51650645486408e-9,TPM1/MYH3/CAPN3/NEB/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/KLHL40/OBSCN/MYOM3/LMOD2/NRAP/TTN/PDLIM5/ALPK3/SYNPO2L/MYOZ1/MYOZ2/TMOD4,27,Aging,Down
GO:0030029,actin filament-based process,41/167,182/2061,0.22527472527472528,2.7801868789892743,7.466890079061902,1.3888177038741238e-10,3.203539503602979e-8,3.169103321939668e-8,ACTN4/FLNB/SVIL/MYL1/TPM2/TPM1/MYH3/ACTN1/JUP/EZR/CAPN3/NEB/FLNA/ACTN2/TNNT3/MYOM1/CAPZA1/MYOM2/ACTN3/LMOD3/MYBPH/SNTA1/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/XIRP1/NRAP/TTN/PDLIM5/CORO1B/SYNPO2L/MYOZ1/MYOZ2/TMOD4/MYH2/SYNPO2/MYH4,41,Aging,Down
GO:0061061,muscle structure development,37/167,158/2061,0.23417721518987342,2.890055332373228,7.339821974107841,4.183456892242613e-10,8.684856508295664e-8,8.591499365016146e-8,ACTN4/FLNB/SVIL/COL3A1/TPM1/UCHL1/MYH3/ACTN1/DES/CAPN3/NEB/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/SPEG/KLHL40/OBSCN/MYOM3/LMOD2/XIRP1/NRAP/MUSTN1/TTN/PDLIM5/ALPK3/SYNPO2L/MYOZ1/MYOZ2/TMOD4,37,Aging,Down
GO:0030036,actin cytoskeleton organization,36/167,156/2061,0.23076923076923078,2.8479963150621836,7.127180677123504,1.1873879230655045e-9,2.240924843894534e-7,2.2168362085175112e-7,ACTN4/FLNB/SVIL/TPM2/TPM1/MYH3/ACTN1/EZR/CAPN3/NEB/FLNA/ACTN2/TNNT3/MYOM1/CAPZA1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/XIRP1/NRAP/TTN/PDLIM5/CORO1B/SYNPO2L/MYOZ1/MYOZ2/TMOD4/SYNPO2,36,Aging,Down
GO:0140694,membraneless organelle assembly,29/167,112/2061,0.25892857142857145,3.1955196749358428,7.093201276401607,3.795455049539141e-9,6.566137235702714e-7,6.495555089167424e-7,TPM1/MYH3/EZR/CAPN3/NEB/FLNA/ACTN2/TNNT3/MYOM1/MYOM2/RPS23/RPL38/RPL24/LMOD3/MYBPH/SQSTM1/FLNC/MYBPC2/CAPRIN1/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,29,Aging,Down
GO:0031032,actomyosin structure organization,22/167,73/2061,0.3013698630136986,3.7193011237798372,7.022833960844232,1.763614341486443e-8,2.8163564407121965e-6,2.786082251206519e-6,TPM1/MYH3/CAPN3/NEB/ACTN2/TNNT3/MYOM1/MYOM2/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,22,Aging,Down
GO:0097435,supramolecular fiber organization,37/167,194/2061,0.19072164948453607,2.35375640471634,5.881269608418391,1.74838583478998e-7,2.59260642358857e-5,2.564737416297181e-5,SVIL/COL1A1/COL3A1/TPM2/VIM/TPM1/MYH3/ACTN1/EZR/DES/CAPN3/NEB/FLNA/ACTN2/TNNT3/MYOM1/CAPZA1/MYOM2/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/XIRP1/NRAP/TTN/CORO1B/TRIM54/SYNPO2L/MYOZ1/MYOZ2/TMOD4/SYNPO2,37,Aging,Down
GO:0048646,anatomical structure formation involved in morphogenesis,33/167,164/2061,0.20121951219512196,2.4833138600847087,5.877913244687948,2.5019973681194064e-7,3.462764357477259e-5,3.4255416597901483e-5,COL1A1/COL3A1/FN1/TPM1/HMOX1/MYH3/ACTN1/JUP/TYMP/CAPN3/NEB/FLNA/ACTN2/COL15A1/TNNT3/MYOM1/MYOM2/RPS7/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4/CLIC4,33,Aging,Down
GO:0003012,muscle system process,29/167,135/2061,0.21481481481481482,2.6510978043912177,5.891330691123685,3.521625238914722e-7,4.569308747491852e-5,4.520191342843831e-5,SYNM/MYL1/TPM2/TPM1/HMOX1/MYH3/MYH1/JUP/DES/FLNA/TNNT3/MAP2K4/TNNI2/MYOM2/ACTN3/LMOD3/MYBPH/SNTA1/LMOD2/TTN/PDLIM5/TMEM38A/MYOZ1/MYOZ2/MYOF/TMOD4/MYH2/MYH13/MYH4,29,Aging,Down
GO:0007010,cytoskeleton organization,43/167,267/2061,0.16104868913857678,1.987552983919801,5.134600695812257,2.193819082279123e-6,2.679040244006741e-4,2.6502421235458627e-4,DCTN6/SYNM/ACTN4/FLNB/SVIL/TPM2/VIM/TPM1/MYH3/ACTN1/EZR/DES/CAPN3/NEB/FLNA/ACTN2/TNNT3/NES/MYOM1/CAPZA1/MYOM2/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/CORO6/XIRP1/NRAP/TTN/PDLIM5/CORO1B/TRIM54/SYNPO2L/MYOZ1/MYOZ2/TMOD4/SYNPO2/CLIC4,43,Aging,Down
GO:0070925,organelle assembly,33/167,181/2061,0.18232044198895028,2.2500744367618357,5.227548796734899,2.7798721169108305e-6,3.206119174837158e-4,3.171655263212299e-4,MAP1LC3B2/STBD1/TPM1/MYH3/EZR/CAPN3/NEB/FLNA/ACTN2/TNNT3/LRBA/MYOM1/MYOM2/RPS23/RPL38/RPL24/LMOD3/AP1B1/MYBPH/SQSTM1/FLNC/MYBPC2/CAPRIN1/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/SYNPO2L/MYOZ1/MYOZ2/TMOD4,33,Aging,Down
GO:0009653,anatomical structure morphogenesis,47/167,308/2061,0.1525974025974026,1.8832529745703397,4.989664755602947,3.19388281133264e-6,3.489737219119242e-4,3.4522245788974967e-4,FLNB/COL1A1/COL3A1/FN1/TPM1/HMOX1/UCHL1/THRB/MYH3/ACTN1/JUP/EZR/TYMP/CAPN3/NEB/FLNA/ACTN2/COL15A1/TNNT3/CD151/NES/MYOM1/MYOM2/RPS7/RPL38/RPL24/ACTN3/LMOD3/MYBPH/FLNC/MYBPC2/CAPRIN1/PLEC/OBSCN/MYOM3/LMOD2/NRAP/TTN/PDLIM5/VPS13A/CORO1B/SYNPO2L/MYOZ1/MYOZ2/MARCHF5/TMOD4/CLIC4,47,Aging,Down
GO:0048468,cell development,47/167,309/2061,0.15210355987055016,1.8771583047497238,4.964688752206179,3.518743996788079e-6,3.6524562686660256e-4,3.6131944935439693e-4,ACTN4/SELENOF/FLNB/FN1/VIM/TPM1/UCHL1/THRB/MYH3/ACTN1/EZR/CAPN3/NEB/FLNA/RPL22/ACTN2/TNNT3/MAP2K4/MYOM1/MYOM2/RPL24/ACTN3/LMOD3/MYBPH/EIF2B1/FLNC/MYBPC2/CAPRIN1/PLEC/KLHL40/OBSCN/MYOM3/DHRS7B/LMOD2/NRAP/CARM1/TTN/CELF1/PDLIM5/ALPK3/VPS13A/SYNPO2L/MYOZ1/MYOZ2/TMOD4/FNDC3A/CLIC4,47,Aging,Down
GO:0006936,muscle contraction,24/167,112/2061,0.21428571428571427,2.6445680068434556,5.3132076284454755,4.357998279605389e-6,4.308192584981327e-4,4.261882026822112e-4,SYNM/MYL1/TPM2/TPM1/MYH3/MYH1/JUP/DES/FLNA/TNNT3/TNNI2/MYOM2/ACTN3/LMOD3/MYBPH/SNTA1/LMOD2/TTN/TMEM38A/MYOF/TMOD4/MYH2/MYH13/MYH4,24,Aging,Down
GO:0003008,system process,42/167,266/2061,0.15789473684210525,1.9486290576741252,4.921606346050139,5.16567477286351e-6,4.874518558393021e-4,4.822120326247229e-4,SYNM/COL1A1/MYL1/TPM2/TPM1/HMOX1/UCHL1/THRB/MYH3/MYH1/JUP/EZR/DES/TYMP/FLNA/TNNT3/MAP2K4/GCLM/TNNI2/MYOM2/RPL38/ACTN3/LMOD3/STX4/MYBPH/SNTA1/PLEC/CRYBG3/LMOD2/RRM2B/RDH11/TTN/PDLIM5/VPS13A/TMEM38A/MYOZ1/MYOZ2/MYOF/TMOD4/MYH2/MYH13/MYH4,42,Aging,Down
