logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,uniprot_id,gene,protein,description
0.46063951158248884,21.610874982225067,5.196318059810417,2.3931611970416033e-6,4.6346328717230336e-4,4.6453111443222195,3,5.149646134757998,2.8216337740748736e-6,5.297207004356215e-4,P63172,DYNLT1,DYLT1_HUMAN,Dynein light chain Tctex-type 1
1.2092042607531894,22.843784214116045,5.129072609374674,3.076882320670921e-6,5.446081707587531e-4,4.411643691123015,3,5.133892299573494,2.992772318845319e-6,5.297207004356215e-4,Q99584,S100A13,S10AD_HUMAN,Protein S100-A13
1.08168039991493,23.6338634349084,5.076142274290289,3.746913723419058e-6,6.1218805758016e-4,4.228519871408816,5,5.085027732742234,3.5910586296322516e-6,5.867237330260695e-4,P26447,S100A4,S10A4_HUMAN,Protein S100-A4
0.6285372821384954,23.215475227987717,4.9947791471493925,5.065101502905266e-6,7.351209605485854e-4,3.9484574827934082,20,5.0270880219094725,4.453744625464336e-6,6.756966846061607e-4,Q9NSD9,FARSB,SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit
-0.7194981183673903,22.63287152469481,-4.988103598129385,5.191532207264021e-6,7.351209605485854e-4,3.925558434221463,4,-4.985763175946368,5.190151859101197e-6,7.349255032487296e-4,P07305,H1-0,H10_HUMAN,Histone H1.0
0.3948178288382742,21.599951295308166,4.895286031594624,7.305111045913676e-6,9.697534913450405e-4,3.6084525072463602,14,4.947642503693844,5.974539781999451e-6,7.931201560604271e-4,Q06323,PSME1,PSME1_HUMAN,Proteasome activator complex subunit 1
0.37919918555126486,20.043801565199043,4.846769383297815,8.724601937118881e-6,0.0010097938953454052,3.4436785726500005,12,4.892582268550574,7.316148216960542e-6,8.738583021870981e-4,Q13409,DYNC1I2,DC1I2_HUMAN,Cytoplasmic dynein 1 intermediate chain 2
-0.49178676690598877,19.64348364770249,-4.877499394840634,7.797097966491375e-6,9.741785929898635e-4,3.5479651832575154,7,-4.8892726348853905,7.405578832094051e-6,8.738583021870981e-4,Q5JWF2,GNAS,GNAS1_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas
-0.5121556965149274,17.56449894821399,-4.837256840110794,9.03299623896549e-6,0.0010097938953454052,3.411452843112013,2,-4.792671218824511,1.054303087481036e-5,0.0011484840465138051,P55769,SNU13,NH2L1_HUMAN,NHP2-like protein 1
0.6330547674272609,20.10667961455985,4.778168788691706,1.1201715386573902e-5,0.0011896221740541485,3.211887786738215,6,4.785693409100164,1.0814350720468975e-5,0.0011484840465138051,P50454,SERPINH1,SERPH_HUMAN,Serpin H1
0.2696330487070959,22.128333160330428,4.655321597437768,1.7462958919664593e-5,0.001685969306607618,2.8004485333237383,21,4.75417087367382,1.2127530522384464e-5,0.0012266130871211715,P48643,CCT5,TCPE_HUMAN,T-complex protein 1 subunit epsilon
-0.4620664459676256,18.740741614895438,-4.733815030994733,1.3156422376211457e-5,0.0013306781489082445,3.06278865332162,1,-4.635385781645449,1.862663104213357e-5,0.0017983165606132593,Q10589,BST2,BST2_HUMAN,Bone marrow stromal antigen 2
0.23836017853229308,22.64116270768258,4.486139736533852,3.193543029584512e-5,0.0024225304981562515,2.2419603765634992,30,4.585363093239116,2.228607122106826e-5,0.002004522792836512,P50990,CCT8,TCPQ_HUMAN,T-complex protein 1 subunit theta
-0.4363492762723524,17.926820697923613,-4.6013628228895485,2.1191914406197877e-5,0.00195702722603323,2.621270750296649,4,-4.580834885056354,2.264997506029957e-5,0.002004522792836512,P50402,EMD,EMD_HUMAN,Emerin
0.4469611173776862,22.82269495571682,4.56985396219216,2.371720364483566e-5,0.002098972522567956,2.51709133334292,4,4.5513818485941595,2.516222518067399e-5,0.0020562832808524653,P62280,RPS11,RS11_HUMAN,40S ribosomal protein S11
0.5489382334668242,18.159913494023076,4.534900283211738,2.6861891620019915e-5,0.00220526118209083,2.4019182534284766,6,4.5411211150060264,2.60996063360066e-5,0.0020562832808524653,P00492,HPRT1,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase
-1.1376877110563548,17.58565486358542,-4.533513136725417,2.699472256796684e-5,0.00220526118209083,2.3973562682321248,4,-4.540695717671703,2.613919424812456e-5,0.0020562832808524653,P08311,CTSG,CATG_HUMAN,Cathepsin G
-0.7759996381374705,20.87241407826547,-4.495953580582304,3.0844549745990915e-5,0.0024225304981562515,2.2740872839378117,5,-4.5018198618208,3.001478490534452e-5,0.0022768358263911344,Q13508,ART3,NAR3_HUMAN,Ecto-ADP-ribosyltransferase 3
-1.803362082194763,20.88678623926204,-4.457125195000659,3.5384697273437264e-5,0.002505236566959358,2.1471779585540123,1,-4.46244857754456,3.450768714577737e-5,0.0025273906033665906,P17948,FLT1,VGFR1_HUMAN,Vascular endothelial growth factor receptor 1
1.3091736968635246,24.793947820659742,4.434503611944043,3.8322726462215426e-5,0.0026257248711530827,2.07348945639273,2,4.439196503680534,3.74614557242657e-5,0.002652271065278011,P06703,S100A6,S10A6_HUMAN,Protein S100-A6
-0.6511458604177065,22.560687075996523,-4.423484859310895,3.983837886898253e-5,0.002644272397428716,2.037663770639133,4,-4.421947726893411,3.9809926155151056e-5,0.0026696482368631937,O95167,NDUFA3,NDUA3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
-1.6781588249157053,21.18941313513037,-4.4145838294151964,4.110511891416984e-5,0.0026456749264756585,2.008755905788787,1,-4.41903275894316,4.022068906761874e-5,0.0026696482368631937,Q6PK04,CCDC137,CC137_HUMAN,Coiled-coil domain-containing protein 137
0.7934163002117138,20.121445573172686,4.385559447793989,4.551344031792787e-5,0.002834103850971017,1.9146960642956437,8,4.398252779645706,4.327055682223178e-5,0.002720599385290455,A5YM72,CARNS1,CRNS1_HUMAN,Carnosine synthase 1
0.4262996302440172,22.877537582503184,4.356534700697855,5.037949533389229e-5,0.0029723902246996453,1.8209483745942698,15,4.3933809420504355,4.401745694754895e-5,0.002720599385290455,P16152,CBR1,CBR1_HUMAN,Carbonyl reductase [NADPH] 1
-0.3620893190800807,19.56432981870863,-4.465425077461963,3.4362632843999156e-5,0.002505236566959358,2.174260615311729,2,-4.388165115529633,4.4830969154974544e-5,0.002720599385290455,Q969T9,WBP2,WBP2_HUMAN,WW domain-binding protein 2
0.288683477907977,17.71477550233316,4.318202887344458,5.7585267257750054e-5,0.0033057056123097597,1.6976268586777081,13,4.375899590067559,4.68019720242525e-5,0.0027328889290911154,Q93008,USP9X,USP9X_HUMAN,Probable ubiquitin carboxyl-terminal hydrolase FAF-X
-0.7783898225724002,19.389199006492287,-4.378205414635713,4.6701334644061016e-5,0.002834103850971017,1.8909133023792144,2,-4.371034652237391,4.7606822211097585e-5,0.0027328889290911154,Q9NS69,TOMM22,TOM22_HUMAN,Mitochondrial import receptor subunit TOM22 homolog
0.23719544478976928,21.508817347111318,4.259487718315298,7.059720647587102e-5,0.00375575080563208,1.509823861811748,16,4.352628478080333,5.077525810402147e-5,0.0028380696898142525,Q13561,DCTN2,DCTN2_HUMAN,Dynactin subunit 2
-0.5417338627951054,17.60542107007798,-4.258945317016898,7.072977035088663e-5,0.00375575080563208,1.5080952411120654,3,-4.245851130483791,7.360717838219084e-5,0.003952983829366832,Q96E11,MRRF,RRFM_HUMAN,"Ribosome-recycling factor, mitochondrial"
0.9016163189316586,22.31303151875704,4.227444127025182,7.885642270090996e-5,0.00385222896153067,1.4079013309630461,8,4.2393333242295865,7.528426101389247e-5,0.003952983829366832,P09936,UCHL1,UCHL1_HUMAN,Ubiquitin carboxyl-terminal hydrolase isozyme L1
-0.4617581280280625,17.322199945795962,-4.26702859168663,6.87789500916857e-5,0.00375575080563208,1.5338684424376492,2,-4.229818222876015,7.779916296107942e-5,0.003952983829366832,Q8IYU8,MICU2,MICU2_HUMAN,"Calcium uptake protein 2, mitochondrial"
-0.42395842565763076,22.993741847062,-4.191970782890065,8.909059555285745e-5,0.004205076110094872,1.2955480675829092,19,-4.2279827461306105,7.829356079275179e-5,0.003952983829366832,P27338,MAOB,AOFB_HUMAN,Amine oxidase [flavin-containing] B
-0.3593494129071715,22.55397740027451,-4.233185197173259,7.731089447965475e-5,0.00385222896153067,1.4261322345037772,5,-4.221633084719635,8.002745040620235e-5,0.003952983829366832,P24666,ACP1,PPAC_HUMAN,Low molecular weight phosphotyrosine protein phosphatase
-0.5067984687481832,18.986418177248197,-4.236943000136674,7.631519609593555e-5,0.00385222896153067,1.4380723373786077,1,-4.181184509405385,9.197719868567574e-5,0.004439990227463075,O95777,LSM8,LSM8_HUMAN,U6 snRNA-associated Sm-like protein LSm8
0.34633108517836675,22.85962706334434,4.127678063149172,1.1100484795595272e-4,0.0049293529933656256,1.093222452441216,21,4.174535691709875,9.409986312664934e-5,0.00444151353957785,P17655,CAPN2,CAN2_HUMAN,Calpain-2 catalytic subunit
0.32091061767267703,21.47437325388066,4.114653025726488,1.1603938308299496e-4,0.0049293529933656256,1.0524417838680025,13,4.1577484506672215,9.967215658169812e-5,0.004602253490859278,P54619,PRKAG1,AAKG1_HUMAN,5'-AMP-activated protein kinase subunit gamma-1
-0.4486638695978442,15.428723347119393,-4.167688090917535,9.682495572243136e-5,0.004470787085966178,1.2189322532301947,2,-4.130858067269468,1.092685564692458e-4,0.004938008807248469,P42167,TMPO,LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma"
-1.4702035656866919,19.841311365364966,-4.104363520747726,1.2017176698228474e-4,0.005004800648438682,1.0202761791813684,11,-4.116152131784011,1.1488807517774894e-4,0.005083797326615391,P02452,COL1A1,CO1A1_HUMAN,Collagen alpha-1(I) chain
-0.7513914683244032,17.740882965863676,-4.116764246381748,1.1520862464612253e-4,0.0049293529933656256,1.059047079164567,1,-4.0992293352703735,1.2170026236692612e-4,0.005275333821782675,Q07507,DPT,DERM_HUMAN,Dermatopontin
0.24674539245804894,24.11557068602562,4.0169430346184685,1.6149911932454182e-4,0.006472153385760883,0.7488123297257534,16,4.090667168291192,1.2529384750917138e-4,0.005278383540953696,P26641,EEF1G,EF1G_HUMAN,Elongation factor 1-gamma
-0.5687446447820754,17.93864295417706,-4.12579944692044,1.1171773949106749e-4,0.0049293529933656256,1.08733623527118,1,-4.087286269399897,1.267408477347639e-4,0.005278383540953696,Q96S96,PEBP4,PEBP4_HUMAN,Phosphatidylethanolamine-binding protein 4
-0.32697714100335773,17.64537224473784,-4.223987475174376,7.980135325204778e-5,0.00385222896153067,1.3969309973258346,1,-4.0810032919303945,1.2947286066402166e-4,0.0052884683855842695,Q9UPN7,PPP6R1,PP6R1_HUMAN,Serine/threonine-protein phosphatase 6 regulatory subunit 1
0.25484272991953105,23.556428079277556,3.998680780791822,1.7171763632968425e-4,0.00663142290116817,0.6925205668717336,14,4.061294898328634,1.3841624469999796e-4,0.00554709629703388,P29692,EEF1D,EF1D_HUMAN,Elongation factor 1-delta
-0.45886803443952573,24.536769202835565,-4.05049558421119,1.4423188771390616e-4,0.005891317875083398,0.852613833453912,5,-4.0488686215555205,1.443582785465853e-4,0.005678092289499022,O14880,MGST3,MGST3_HUMAN,Microsomal glutathione S-transferase 3
-0.5262041441505687,18.12927584535223,-4.003719255915779,1.6883781737289075e-4,0.00663142290116817,0.7080366059940468,6,-4.009957755744516,1.6459811653760635e-4,0.006356479991379561,Q9BX66,SORBS1,SRBS1_HUMAN,Sorbin and SH3 domain-containing protein 1
0.19676140498384243,21.485594461126226,3.9081296006169843,2.3229105156108133e-4,0.007381522825233369,0.4155934538336279,36,3.9896474318293444,1.762219858921545e-4,0.006589492643471632,P07814,EPRS1,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase
0.24835936820380766,22.780696352614576,3.9182314585202334,2.2463054076555427e-4,0.007381522825233369,0.44630440010599326,16,3.986303801933254,1.7820983819779213e-4,0.006589492643471632,Q14974,KPNB1,IMB1_HUMAN,Importin subunit beta-1
0.3927553685502332,21.563567808245065,3.9540334130939283,1.9938909941084805e-4,0.007320708556063285,0.5555191134222639,13,3.9834242640685464,1.7993906465223853e-4,0.006589492643471632,O43852,CALU,CALU_HUMAN,Calumenin
-0.5078427635742351,22.377918316017247,-3.954879919336454,1.988266328665361e-4,0.007320708556063285,0.5581083824884372,14,-3.9777059685026193,1.834210386570497e-4,0.006603157391653789,P21397,MAOA,AOFA_HUMAN,Amine oxidase [flavin-containing] A
0.2675775738142505,23.684780525636413,3.9055921879132423,2.3425433407962544e-4,0.007381522825233369,0.40788670277029393,24,3.9662031469780525,1.9062279199855107e-4,0.006688388609090494,E9PAV3,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
0.6108800669729924,27.08194341913435,3.9520505489311146,2.0071262517182807e-4,0.007320708556063285,0.5494552421244521,8,3.9639165101661744,1.9208649018574394e-4,0.006688388609090494,O14558,HSPB6,HSPB6_HUMAN,Heat shock protein beta-6
-0.5568035722095956,21.220764606159136,-3.948132099387828,2.0335301544620237e-4,0.007320708556063285,0.5374772696528067,7,-3.9580256062489423,1.9590730095352948e-4,0.006711404955246719,Q96AN5,TMEM143,TM143_HUMAN,Transmembrane protein 143
0.6842729097870723,20.680890121875162,3.9238098891774147,2.205049465870457e-4,0.007381522825233369,0.46328343458251275,14,3.9407485092494765,2.0753946412111328e-4,0.006970910184129725,P15311,EZR,EZRI_HUMAN,Ezrin
0.5685933125616849,18.410749891025368,3.938977642850437,2.0965245645329745e-4,0.007381522825233369,0.5095206854476757,4,3.9371474284046877,2.1004625790221394e-4,0.006970910184129725,P31949,S100A11,S10AB_HUMAN,Protein S100-A11
0.44352943976310044,22.781547102723977,3.902944494318721,2.3631993979089883e-4,0.007381522825233369,0.3998481366906823,22,3.9315231886407536,2.1401975756639145e-4,0.0069935071549386985,Q04446,GBE1,GLGB_HUMAN,"1,4-alpha-glucan-branching enzyme"
-0.4562906513997085,25.411362020591955,-3.8952785455036683,2.4239970806942907e-4,0.007461695361441556,0.37659191631619837,11,-3.9152840528892505,2.259023367995911e-4,0.007033439318592353,P19404,NDUFV2,NDUV2_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
0.35111881224499797,19.851626475397055,3.8764875174310944,2.579447820191862e-4,0.007826781671553592,0.31969967037674696,16,3.9143023940170982,2.266406056599013e-4,0.007033439318592353,Q8N3D4,EHBP1L1,EH1L1_HUMAN,EH domain-binding protein 1-like protein 1
-0.4441347923201029,18.348969675378434,-3.9308882312573754,2.1537484330886504e-4,0.007381522825233369,0.48484804829994754,3,-3.9128993429156873,2.276998143181298e-4,0.007033439318592353,P08651,NFIC,NFIC_HUMAN,Nuclear factor 1 C-type
0.3020757057777068,23.533039084482287,3.927094606914191,2.1810987112410904e-4,0.007381522825233369,0.47328771212237264,5,3.9118601026039466,2.284874354909945e-4,0.007033439318592353,P23327,HRC,SRCH_HUMAN,Sarcoplasmic reticulum histidine-rich calcium-binding protein
0.45238900536683246,19.123613693019408,3.912352698040312,2.2905850653096182e-4,0.007381522825233369,0.4284265593203864,3,3.8957058208030224,2.4107227533537226e-4,0.00729136772449435,P20340,RAB6A,RAB6A_HUMAN,Ras-related protein Rab-6A
0.2912282086985307,26.250789796511995,3.842492121199738,2.885319069131428e-4,0.008281645544371828,0.21718965294130665,25,3.892395432031694,2.437321602820616e-4,0.00729136772449435,P07437,TUBB,TBB5_HUMAN,Tubulin beta chain
-1.449178070039462,20.99794376753903,-3.8622818085693638,2.7032738088602606e-4,0.008086976859181963,0.27679829202124395,3,-3.869793373442091,2.6266063350451914e-4,0.007746068350774256,Q08357,SLC20A2,S20A2_HUMAN,Sodium-dependent phosphate transporter 2
-0.8720901365519893,20.897417293339593,-3.8527842540945754,2.7892216938975377e-4,0.008228203996997736,0.24816785359884985,40,-3.8657123226043613,2.662255129974203e-4,0.007746068350774256,P35555,FBN1,FBN1_HUMAN,Fibrillin-1
0.47205197621982364,20.228578982809076,3.83822269076442,2.9261077625765625e-4,0.008286737183616825,0.2043536756286981,5,3.8384213089256147,2.9128607244961415e-4,0.008345901322882104,P17931,LGALS3,LEG3_HUMAN,Galectin-3
0.6693682908784417,21.348361789224576,3.8225939767203365,3.0801885543277845e-4,0.008608316433410809,0.15743922287263157,9,3.8348793194695165,2.946999054690009e-4,0.008345901322882104,P42330,AKR1C3,AK1C3_HUMAN,Aldo-keto reductase family 1 member C3
-0.8716542849067821,22.975117153258346,-3.804777685121147,3.265325429189238e-4,0.009007209365711612,0.10409870387944142,31,-3.8184716236021856,3.1102075431332297e-4,0.008612694527475913,Q702N8,XIRP1,XIRP1_HUMAN,Xin actin-binding repeat-containing protein 1
-0.3725819475543908,16.9430542532842,-3.844655611861249,2.864858597052678e-4,0.008281645544371828,0.22369741384817665,3,-3.817288571864098,3.1223045132563337e-4,0.008612694527475913,Q96DE0,NUDT16,NUD16_HUMAN,U8 snoRNA-decapping enzyme
-1.2561227840316285,21.294581022261344,-3.7990528293131223,3.327046018088094e-4,0.009059802233870656,0.08699092178622081,4,-3.8067096846706123,3.232499364319257e-4,0.008802344422838592,P02462,COL4A1,CO4A1_HUMAN,Collagen alpha-1(IV) chain
0.2975072936207894,18.985098783243398,3.7883826727802865,3.4450784164911696e-4,0.009146683195784055,0.055146606900915884,7,3.7970644453454963,3.3362091616731337e-4,0.008969757290371819,P09497,CLTB,CLCB_HUMAN,Clathrin light chain B
-0.3221431438902904,17.569325772324156,-3.788934938745677,3.4388720988863796e-4,0.009146683195784055,0.05679347099113308,6,-3.7893626094271267,3.42130420244971e-4,0.00908356265750398,Q9NR19,ACSS2,ACSA_HUMAN,"Acetyl-coenzyme A synthetase, cytoplasmic"
0.25344218924682593,21.25718990476849,3.7210527480987863,4.2876680211745055e-4,0.010486120365313724,-0.14453005488402937,22,3.780255396353063,3.524610306869164e-4,0.009242311471345807,P45974,USP5,UBP5_HUMAN,Ubiquitin carboxyl-terminal hydrolase 5
-0.32680238711237664,24.144032164431426,-3.746073108045472,3.9537993778220964e-4,0.010117915516257991,-0.07058518261311075,10,-3.7691524560554464,3.654598143715366e-4,0.009466300557623705,Q8TCA0,LRRC20,LRC20_HUMAN,Leucine-rich repeat-containing protein 20
-0.30630398842329143,27.468322505319314,-3.719224301379837,4.3130957941378166e-4,0.010486120365313724,-0.1499218190798528,20,-3.7627365818542233,3.7317913274544263e-4,0.00954978889097976,P21796,VDAC1,VDAC1_HUMAN,Voltage-dependent anion-selective channel protein 1
0.39067607673956317,17.24699460491126,3.7317944317381357,4.141156103404612e-4,0.010471209004323091,-0.1128216608038688,13,3.757723419639868,3.7931912818743585e-4,0.009591355098453734,P46940,IQGAP1,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1
0.48977024158659965,15.739446107866929,3.7589906599462393,3.791312879113215e-4,0.009820425067361548,-0.03228955689788737,3,3.7484268841390187,3.9096207131937945e-4,0.009769452229204258,Q9H4G4,GLIPR2,GAPR1_HUMAN,Golgi-associated plant pathogenesis-related protein 1
0.2896693737016989,20.748296805895155,3.700535792776645,4.581395006965771e-4,0.010693278016258568,-0.20493660300638172,29,3.7436714651587413,3.970491573892301e-4,0.00980619081738052,Q14203,DCTN1,DCTN1_HUMAN,Dynactin subunit 1
0.5797498175376354,18.710511720972953,3.716977998424921,4.344531978096081e-4,0.010486120365313724,-0.15654352043091357,9,3.7295166792710495,4.1570891165596105e-4,0.010001338068085007,Q9BUF5,TUBB6,TBB6_HUMAN,Tubulin beta-6 chain
-0.5358435291365566,22.520143039490545,-3.717298429599508,0.00043400343051827513,0.010486120365313724,-0.15559909788974213,7,-3.72662882015796,4.1961752491681943e-4,0.010001338068085007,P17568,NDUFB7,NDUB7_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
-0.47153835032106883,17.758155924139903,-3.7695883144915654,3.6627996526801966e-4,0.009604674644805848,-8.112754769769026e-4,1,-3.72495911026903,4.218934231325136e-4,0.010001338068085007,Q16773,KYAT1,KAT1_HUMAN,Kynurenine--oxoglutarate transaminase 1
0.23035932525900193,22.57123920408731,3.656804964521225,5.272913081989794e-4,0.011212158346829391,-0.3329936209130455,19,3.723577525074082,4.237855113595341e-4,0.010001338068085007,Q99832,CCT7,TCPH_HUMAN,T-complex protein 1 subunit eta
0.2862714735264156,21.140922616629144,3.6664913215053665,5.11164687878771e-4,0.011192925742829997,-0.3047113469142033,21,3.713156032404731,4.383214738892731e-4,0.010230712203745232,Q92499,DDX1,DDX1_HUMAN,ATP-dependent RNA helicase DDX1
0.5302371732048528,29.53607630924914,3.689215086947452,4.751598378091378e-4,0.010752011116888727,-0.2381783382095417,18,3.709625933438493,4.433524396136385e-4,0.010235658497167045,P04792,HSPB1,HSPB1_HUMAN,Heat shock protein beta-1
-0.5195153707764817,23.703505793630796,-3.6887692837837482,4.758422998999719e-4,0.010752011116888727,-0.2394860792618383,6,-3.695013694996085,4.6477033885756536e-4,0.010518068203121723,P56556,NDUFA6,NDUA6_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
0.339716951952159,23.00185269870044,3.6547079960495914,5.308458820354477e-4,0.011212158346829391,-0.3391101590029866,20,3.6902410731393007,4.719774469155034e-4,0.010518068203121723,P10636,MAPT,TAU_HUMAN,Microtubule-associated protein tau
0.30393408435470093,22.967439474171556,3.7006165389076595,4.5802021992209996e-4,0.010693278016258568,-0.20469927496258222,5,3.689181995065325,4.7359116457109984e-4,0.010518068203121723,Q13885,TUBB2A,TBB2A_HUMAN,Tubulin beta-2A chain
-0.33610271080290843,20.639743682734608,-3.674238214124745,4.986069858962494e-4,0.011031679562954517,-0.28205811904596523,8,-3.688003577780424,4.7539291313544507e-4,0.010518068203121723,Q9BR39,JPH2,JPH2_HUMAN,Junctophilin-2
-0.5176269419212218,16.294234270250254,-3.693286703748373,4.6896987983481515e-4,0.010752011116888727,-0.22622989296983054,2,-3.677795640654132,4.912767486051245e-4,0.010757050419114199,O94811,TPPP,TPPP_HUMAN,Tubulin polymerization-promoting protein
-0.3370405242311776,18.328072528918817,-3.6819364165335204,4.8642033179421596e-4,0.010875334576114892,-0.2595175942737775,5,-3.674618244338733,4.963234185843651e-4,0.010757050419114199,Q9NS86,LANCL2,LANC2_HUMAN,LanC-like protein 2
0.2909104608288473,24.692024049439688,3.647420470173624,5.433776195350313e-4,0.011212158346829391,-0.36034956026591924,9,3.6677039519582944,5.074769919636617e-4,0.010887688191220378,P22392,NME2,NDKB_HUMAN,Nucleoside diphosphate kinase B
0.4730544631828124,26.702405982757558,3.648121410524413,5.421601115765091e-4,0.011212158346829391,-0.35830784113406455,10,3.6634736674314508,5.144184812717562e-4,0.0109262485422121,Q9UBY9,HSPB7,HSPB7_HUMAN,Heat shock protein beta-7
-0.4163453873253573,17.951101605033816,-3.6420563708128015,5.527816031264484e-4,0.011212158346829391,-0.37596605738753475,8,-3.6542005399364634,5.299531810126148e-4,0.010974798264200237,Q8WXH0,SYNE2,SYNE2_HUMAN,Nesprin-2
-0.4152008610634148,17.25750215806229,-3.70995836832444,4.4441870004884086e-4,0.010606127178693685,-0.17722015409599123,1,-3.6530348678152746,5.319373388647324e-4,0.010974798264200237,Q96S99,PLEKHF1,PKHF1_HUMAN,Pleckstrin homology domain-containing family F member 1
0.36346757796786733,22.706330251221797,3.6365428031974565,5.626093083453709e-4,0.011212158346829391,-0.3920025538448595,9,3.652846574493518,5.322585079775311e-4,0.010974798264200237,P67809,YBX1,YBOX1_HUMAN,Y-box-binding protein 1
0.35728251282904466,16.718965905043337,3.6447218917264457,5.480893483621341e-4,0.011212158346829391,-0.3682077439132794,6,3.6473746745544493,5.41673065095654e-4,0.010974798264200237,Q8TD19,NEK9,NEK9_HUMAN,Serine/threonine-protein kinase Nek9
-1.0168794913499148,21.331819810902726,-3.632396343308224,5.701097464489521e-4,0.011212158346829391,-0.4040526118069838,9,-3.6427173446000856,5.49811072823133e-4,0.010974798264200237,P08572,COL4A2,CO4A2_HUMAN,Collagen alpha-2(IV) chain
-0.5640285807443028,22.692088954946474,-3.6347723741436613,5.658002128682438e-4,0.011212158346829391,-0.3971486762322174,5,-3.6383992232684244,5.574604402003229e-4,0.010974798264200237,O75251,NDUFS7,NDUS7_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
-0.3821142844364047,24.00583250197628,-3.613382974426038,6.057404407677846e-4,0.011590925190907878,-0.45919569499773605,13,-3.6381736328524927,5.578628408834664e-4,0.010974798264200237,O75489,NDUFS3,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
0.29875827896268703,17.253184776451143,3.6494854240445194,5.397983256707022e-4,0.011212158346829391,-0.3543339937562626,5,3.6380740342436386,5.580405897050968e-4,0.010974798264200237,Q8NBS9,TXNDC5,TXND5_HUMAN,Thioredoxin domain-containing protein 5
-1.511653499659161,19.48265074655865,-3.6245853749183388,5.844985701128044e-4,0.011389678558895383,-0.4267284422825721,11,-3.6347391453526128,5.640234815751765e-4,0.010990696099685091,P08123,COL1A2,CO1A2_HUMAN,Collagen alpha-2(I) chain
