ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,database,cluster
GOBP_NEUROMUSCULAR_PROCESS,GOBP_NEUROMUSCULAR_PROCESS,15/378,36/2049,0.4166666666666667,2.2585978835978837,3.6227553892530273,9.410888119810744e-4,0.024611865031979624,0.023086478438429568,SYNM/TCAP/TNNC2/MYH3/MYH7/MYH8/TNNT1/TNNI1/TNNT3/TNNI2/AARS1/TNNC1/ACTN3/MYH14/TTN,15,GO:BP,C2
GOBP_NEURON_PROJECTION_GUIDANCE,GOBP_NEURON_PROJECTION_GUIDANCE,8/378,14/2049,0.5714285714285714,3.0975056689342404,3.744618731811993,0.0013287429978621496,0.03076215572881878,0.028855588311986778,LAMA2/LAMB2/RPL24/PRKCQ/NEXN/MYPN/PALLD/MYOT,8,GO:BP,C2
GOCC_POSTSYNAPSE,GOCC_POSTSYNAPSE,38/356,127/1879,0.2992125984251969,1.5792709900026543,3.2676793253812955,0.0013314949003890625,0.011068051359484082,0.009241625788884612,ACTN4/VAPB/RPLP0/ARF4/RPL7/LAMA2/RPL12/ACTN2/FUS/PPP1CC/RPS19/CAP2/CRKL/CAPZB/RPL14/FXR1/EIF3E/ACTB/PPP1CA/RPS14/RPS18/RPL30/RPL10A/RPL8/RPL38/PURA/RPL18A/RPL6/PPP3CA/CAMK2G/CTTN/LASP1/ELAVL1/NEDD8/SYNPO/PDLIM5/AGO2/CAMK2A,38,GO:CC,C2
GOCC_CHROMATIN,GOCC_CHROMATIN,21/356,62/1879,0.3387096774193548,1.7877401232330552,3.0487666775302817,0.0033237884504605255,0.02326651915322368,0.019427129170281745,HAT1/HNRNPDL/BANF1/PIAS2/H1-0/NFIC/PARP1/THRB/HNRNPL/RPA2/TGM2/SFPQ/DEK/EIF3E/ACTB/H2BC4/CSNK2A1/SET/DHX9/RBBP7/HP1BP3,21,GO:CC,C2
GOCC_BRUSH_BORDER,GOCC_BRUSH_BORDER,10/356,22/1879,0.45454545454545453,2.399131767109295,3.1907064270093217,0.0038778695625539153,0.025158861064374184,0.021007200967878722,ACTN1/MYH9/CAPZA2/CAPZB/MYL6/ACTB/ACTN3/SLC20A2/MYH14/SNX5,10,GO:CC,C2
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,45/174,103/1024,0.4368932038834951,2.5711416136591896,7.603387193850879,1.1056347951267575e-11,4.3119757009943543e-10,3.724243520426973e-10,TCAP/LDB3/SVIL/COL1A1/COL3A1/TNNC2/MYL1/TPM3/TPM2/COL4A2/MYL3/MYL2/MYH3/COL6A2/COL6A3/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/LAMA2/MYH9/ACTN2/MYH11/COL15A1/TNNT3/TNNI2/MYOM1/MYOM2/SH3BGR/GABARAPL2/TNNC1/ACTA1/TAGLN/ACTN3/MYBPH/ITGA7/SPEG/MYOZ1/PDLIM7/HSPB8/MYH2/MYH4,45,Hallmark,C2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,22/174,48/1024,0.4583333333333333,2.6973180076628354,5.447056836523444,1.6423824454950087e-6,3.202645768715267e-5,2.7661178029389623e-5,COL1A1/COL3A1/COL4A1/TPM2/COL1A2/COL4A2/VIM/LGALS1/TPM1/LAMC1/COL6A2/COL6A3/BGN/TGM2/LAMA2/MYL9/FBN1/CAP2/FBLN2/TAGLN/CALD1/NID2,22,Hallmark,C2
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,11/174,27/1024,0.4074074074074074,2.397616006811409,3.3283205542391836,0.002670865485095917,0.034721251306246925,0.029988665095813802,H1-0/ACTN1/XRCC6/RPS6KA3/SORD/DHCR24/TSC22D1/PDLIM5/NGLY1/VAPA/PA2G4,11,Hallmark,C2
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,10/514,10/2049,1,3.9863813229571985,5.4768266325315595,9.236469641986287e-7,2.022916942716715e-5,1.922609840970904e-5,UQCRQ/UQCR11/UQCRH/CYC1/UQCRB/UQCRC2/UQCRC1/UQCRFS1/CYCS/UQCR10,10,GO:BP,C3
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,12/514,14/2049,0.8571428571428571,3.4168982768204557,5.249676344079885,3.0613069501926604e-6,6.43288149668863e-5,6.113904634524177e-5,LRPPRC/MRPL12/TFAM/C1QBP/GRSF1/TRMT10C/SUPV3L1/PNPT1/HSD17B10/SLIRP/SARS2/WARS2,12,GO:BP,C3
GOBP_AMIDE_METABOLIC_PROCESS,GOBP_AMIDE_METABOLIC_PROCESS,46/514,102/2049,0.45098039215686275,1.7977798123140307,4.781812007454337,5.090096126330137e-6,1.0147563431337644e-4,9.644392660414997e-5,NUDT19/PDHX/OPLAH/MPC2/ETHE1/MLYCD/ASS1/SOD2/FH/CTSG/PDHA1/DLAT/PDHB/CD36/MMUT/ACAT1/ACSL1/DLST/ACOT2/SUCLG1/GSTO1/OGDH/ASAH1/PDK1/PDK2/HSD17B12/AGK/SLC25A42/CBR4/GCDH/ACSF2/SUCLG2/MCEE/MCCC1/AGMAT/MECR/MCCC2/ACSS2/AASDHPPT/SIRT3/ACSS1/PANK4/OXSM/SUCLA2/GSTK1/ACOT9,46,GO:BP,C3
GOCC_ORGANELLE_ENVELOPE_LUMEN,GOCC_ORGANELLE_ENVELOPE_LUMEN,34/497,40/1879,0.85,3.213581488933601,8.48411628123254,7.029747102922132e-15,1.6597120865576814e-13,1.5329980578980872e-13,NDUFS5/TIMM8A/OPA1/AIFM1/COX6C/COX4I1/NDUFB7/COX5A/NDUFS1/SUOX/NDUFA8/AK2/TIMM10/CYCS/TRAP1/COX17/IMMT/AGK/COA6/MICU2/CHCHD4/PNPT1/CPT1B/MICU1/CHCHD7/TIMM21/CLPB/DIABLO/SIRT5/STOML2/TIMM9/TIMM8B/TIMM13/CHCHD2,34,GO:CC,C3
GOCC_NUCLEOID,GOCC_NUCLEOID,21/497,22/1879,0.9545454545454546,3.6088348271446864,7.379449055111709,9.000926396691442e-12,1.6265959845449537e-10,1.50241027072594e-10,SOD2/SLC25A5/ATP5F1B/VDAC1/SHMT2/LONP1/HSPA9/HADHA/LRPPRC/VDAC2/TUFM/ACADVL/HADHB/TFAM/SSBP1/GRSF1/TRMT10C/SUPV3L1/DNAJA3/HSD17B10/ATAD3A,21,GO:CC,C3
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,15/497,16/1879,0.9375,3.5443913480885314,6.127868553310808,2.247319656255391e-8,3.344540429603611e-7,3.0891948216018385e-7,MTX2/TOMM70/TOMM40/HSPA9/MTX1/IMMT/MICOS13/APOOL/MFN1/TOMM5/APOO/TOMM22/DNAJC11/CHCHD3/SAMM50,15,GO:CC,C3
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,138/281,155/1024,0.8903225806451613,3.2444495465503387,18.64499958540611,7.159537153498933e-71,2.9354102329345626e-69,2.788451312415374e-69,NDUFS8/PDHX/NDUFA4/SDHD/COX7A2L/NDUFAB1/MGST3/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/SLC25A20/IDH3B/OPA1/NDUFS7/NDUFS2/NDUFS6/CS/MTX2/NDUFB1/NDUFS3/SLC25A12/ATP5PD/ATP5MG/TOMM70/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/AIFM1/GLUD1/GOT2/SLC25A5/ATP5F1B/UQCRH/FH/PDHA1/CYC1/ACAA1/COX6C/FDX1/COX8A/DLAT/COX5B/PDHB/ACADM/SLC25A4/SLC25A6/BCKDHA/COX4I1/ETFA/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/ATP5PF/NDUFV2/COX5A/VDAC1/SDHB/UQCRC2/COX7B/ATP5PB/ACAT1/ATP5F1A/MAOB/NDUFS1/PRDX3/ATP5F1D/ECHS1/SDHA/UQCRC1/ATP5F1C/DLST/ETFB/HSPA9/MDH2/HADHA/ECI1/LRPPRC/ACAA2/VDAC2/ACADSB/UQCRFS1/ATP5PO/IDH2/ACADVL/NDUFV1/IDH3A/CPT1A/IDH3G/NDUFA8/SUCLG1/HCCS/HADHB/ATP5MF/ATP5F1E/ATP5ME/NDUFA6/TIMM10/CYCS/SLC25A3/OGDH/ALDH6A1/SLC25A11/PMPCA/ECH1/NNT/COX17/ETFDH/FXN/DECR1/NDUFA5/NDUFA9/IMMT/TIMM50/SUPV3L1/PHB2/HSD17B10/ACO2/TOMM22/PDP1/SUCLA2/UQCR10/VDAC3/MRPL11/AFG3L2/TIMM9/TIMM8B/TIMM13/MPC1/COX11,138,Hallmark,C3
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,46/281,83/1024,0.5542168674698795,2.019637267932942,5.956436346244914,1.787149477144879e-8,3.663656428147002e-7,3.4802384554926597e-7,SDHD/IDH3B/ECI2/MLYCD/FH/PDHA1/ACAA1/PDHB/ACADM/GLUL/ACADS/CD36/MAOA/CPT2/ERP29/ECHS1/SDHA/ACSL1/HMGCL/DLST/MDH2/ECI1/ACAA2/CRAT/ACADVL/ACOT2/CPT1A/IDH3G/SUCLG1/HCCS/HADHB/ECH1/AUH/IDI1/ETFDH/DECR1/HADH/HIBCH/HSDL2/GCDH/SUCLG2/MCEE/HSD17B10/ACO2/ACSS1/SUCLA2,46,Hallmark,C3
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,55/281,109/1024,0.5045871559633027,1.8387802409481209,5.694393345654961,5.197231335745211e-8,7.102882825518454e-7,6.747282786756941e-7,NDUFAB1/MGST3/UQCRQ/UQCR11/COQ9/CS/NDUFS3/CAVIN2/AIFM1/CYC1/COX8A/DLAT/ACADM/BCKDHA/FABP4/ACADS/CD36/NDUFB7/SDHB/CPT2/COX7B/PRDX3/ECHS1/UQCRC1/ETFB/MDH2/ACAA2/CRAT/ATP5PO/IDH3A/IDH3G/SUCLG1/AK2/ECH1/ADIPOQ/DECR1/NDUFA5/TST/HADH/IMMT/COQ5/HIBCH/SLC27A1/PTCD3/MCCC1/PLIN2/ACO2/SORBS1/BCL2L13/GHITM/COQ3/UQCR10/SAMM50/MTCH2/SQOR,55,Hallmark,C3
GOBP_ALDEHYDE_METABOLIC_PROCESS,GOBP_ALDEHYDE_METABOLIC_PROCESS,18/549,29/2049,0.6206896551724138,2.3165630299604296,4.3188735494388615,6.287458565756548e-5,0.009556937019949953,0.008706174683875334,PDXK/IDH1/ALDH1A1/RBP4/ALDH2/ESD/ADH5/TKT/TALDO1/ALDH9A1/ALDH3A2/TPI1/GLO1/HAGH/RDH11/PARK7/PNPO/GRHPR,18,GO:BP,C4
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,22/549,41/2049,0.5365853658536586,2.002665600426496,3.9225790847716904,2.072786848702776e-4,0.01847793506288464,0.016833021931499666,SOD1/CP/HP/APOE/ALB/CAT/S100A9/GPX1/GSTP1/TXN/GPX3/GSTM2/PRDX6/PRDX2/GPX4/HBB/HBA1/PRDX1/TXNRD1/PARK7/TXNDC17/SESN1,22,GO:BP,C4
GOBP_CELL_CELL_SIGNALING,GOBP_CELL_CELL_SIGNALING,55/549,136/2049,0.40441176470588236,1.5093619414979107,3.718296178378338,2.3834962533706927e-4,0.01847793506288464,0.016833021931499666,KPNA4/FLOT1/CA2/AGT/HLA-DRB1/APOE/RBP4/S100A8/S100A9/EIF4E/PRKAR1A/PPP3CB/PVALB/COMT/OSBP/CFL1/ACP1/CD38/SRI/SNCA/STAT3/SLC1A4/UTRN/GSK3A/MECP2/CACNB3/CACNA2D1/USP14/RAP1B/YWHAG/RAB1A/GNB1/RAC1/VAMP2/PPP3R1/ARF1/FABP5/CACNB1/UBE3A/STX4/SQSTM1/DAG1/PLCL1/GNAS/JAGN1/STAC3/VPS35/PARK7/MYLK2/PHPT1/MYOF/TBC1D24/SNX6/CHMP2B/DTNA,55,GO:BP,C4
GOCC_BLOOD_MICROPARTICLE,GOCC_BLOOD_MICROPARTICLE,33/476,48/1879,0.6875,2.713891806722689,7.004582971097204,1.8161594189741527e-10,5.067084778937886e-8,4.30143020283352e-8,CP/HP/CFB/SERPINA3/AGT/A2M/C3/JCHAIN/IGKV3-20/IGHV3-7/IGKC/IGHG1/IGHG2/IGHG3/IGHM/IGHA1/APOE/ORM1/ALB/TF/KRT1/SERPING1/CFH/SERPINF2/IGLC2/IGLC3/CLU/STOM/YWHAZ/HBB/HBA1/ITIH4/DNPEP,33,GO:CC,C4
GOCC_GOLGI_APPARATUS,GOCC_GOLGI_APPARATUS,64/476,185/1879,0.34594594594594597,1.365614353849648,3.049824392662826,0.001952351099269649,0.03451709261149691,0.029301436851864947,YKT6/LAT/TBC1D4/USO1/TOM1/SERPINA1/HLA-DRB1/APOE/ALB/HLA-A/DBI/DCN/CLU/IFITM1/LAMP2/VCAN/CD59/UCHL3/OSBP/S100A1/LRPAP1/GDI1/GPC1/MAP2K2/ATP6V1A/NSF/LMAN1/TMED10/PRELP/RAD23A/DEFA3/CDC42/RAB2A/RAB14/RAB1A/RAC1/VAMP2/ARF1/STX4/PRKG1/DAG1/TMED2/TRIP10/SGCB/SGCA/GNAS/PDE4DIP/RAB12/DENND5A/HUWE1/SGCD/TSNAX/CHP1/WDR77/TMED9/CLIC5/DPP7/ATP6V1H/RAB21/NDRG2/NSFL1C/SH3GLB1/SAR1B/SEC23IP,64,GO:CC,C4
GOCC_SARCOLEMMA,GOCC_SARCOLEMMA,28/476,67/1879,0.417910447761194,1.649692712906058,3.153470227858959,0.0019794748451037653,0.03451709261149691,0.029301436851864947,FLOT1/KRT8/KRT19/ANK1/PPP3CB/RYR1/ATP2B4/ACP1/SRI/CASQ1/RDX/UTRN/CACNB3/CACNA2D1/PPP3R1/CACNB1/CACNG1/SGCG/SNTA1/CACNA1S/SNTB1/PRKG1/DAG1/SGCB/SGCA/SGCD/STAC3/DTNA,28,GO:CC,C4
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,31/279,64/1024,0.484375,1.7777777777777777,3.930716150478196,1.5127684132180413e-4,0.006353627335515774,0.004936402190500977,FBP2/GAPDHS/SLC16A3/SLC37A4/IDH1/BPNT1/CYB5A/LDHA/SOD1/PGK1/ALDOA/ENO1/DCN/ENO2/TXN/VCAN/PKM/PGAM2/PGAM1/MPI/GPC1/AGL/GLRX/TALDO1/MDH1/ME1/ALDH9A1/TPI1/PRPS1/FKBP4/GMPPB,31,Hallmark,C4
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,28/279,59/1024,0.4745762711864407,1.7418139845695888,3.5902041747989553,5.013897999786652e-4,0.01052918579955197,0.008180570420704539,IDH1/CYB5A/CFB/CA2/APOE/RBP4/MT2A/CAT/ALDH2/FBP1/HMOX1/ADH5/FAH/COMT/FBLN1/ACP1/EPHA2/BLVRB/DDT/ALDH9A1/PGD/AKR1C2/ITIH4/KARS1/PTGES3/CNDP2/NDRG2/SAR1B,28,Hallmark,C4
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,21/279,42/1024,0.5,1.8351254480286738,3.3805113715374,0.001132133339343378,0.01572495718801933,0.012217385283924794,CP/CFB/CA2/SERPINA1/C3/SERPING1/S100A9/CTSD/CFH/LTA4H/CLU/LAMP2/CD59/GPD2/PREP/ME1/USP14/CDH13/GNB2/STX4/USP15,21,Hallmark,C4
