uniprot_id,gene,contrast,flag
Q8NDY3,ADPRHL1,Training_Young,never_sig
Q8NE62,CHDH,Training_Young,never_sig
Q8NE71,ABCF1,Training_Young,never_sig
Q8NE86,MCU,Training_Young,never_sig
Q8NFV4,ABHD11,Training_Young,never_sig
Q8NHH9,ATL2,Training_Young,never_sig
Q8NI37,PPTC7,Training_Young,never_sig
Q8NI60,COQ8A,Training_Young,never_sig
Q8TAT6,NPLOC4,Training_Young,never_sig
Q8TB22,SPATA20,Training_Young,imputation_dependent
Q8TB37,NUBPL,Training_Young,never_sig
Q8TB45,DEPTOR,Training_Young,never_sig
Q8TC12,RDH11,Training_Young,never_sig
Q8TCA0,LRRC20,Training_Young,robust
Q8TCD5,NT5C,Training_Young,never_sig
Q8TCS8,PNPT1,Training_Young,never_sig
Q8TCT8,SPPL2A,Training_Young,never_sig
Q8TCU6,PREX1,Training_Young,never_sig
Q8TD19,NEK9,Training_Young,imputation_dependent
Q8TD30,GPT2,Training_Young,never_sig
Q8TDC0,MYOZ3,Training_Young,never_sig
Q8TDX7,NEK7,Training_Young,never_sig
Q8TEA8,DTD1,Training_Young,never_sig
Q8TED0,UTP15,Training_Young,never_sig
Q8WTS6,SETD7,Training_Young,never_sig
Q8WUM0,NUP133,Training_Young,never_sig
Q8WUM4,PDCD6IP,Training_Young,never_sig
Q8WUY1,THEM6,Training_Young,never_sig
Q8WVI0,SMIM4,Training_Young,never_sig
Q8WVJ2,NUDCD2,Training_Young,never_sig
Q8WVM8,SCFD1,Training_Young,never_sig
Q8WW12,PCNP,Training_Young,never_sig
Q8WW22,DNAJA4,Training_Young,imputation_dependent
Q8WW59,SPRYD4,Training_Young,never_sig
Q8WWV3,RTN4IP1,Training_Young,never_sig
Q8WX93,PALLD,Training_Young,never_sig
Q8WXH0,SYNE2,Training_Young,imputation_dependent
Q8WY91,THAP4,Training_Young,never_sig
Q8WYA0,IFT81,Training_Young,robust
Q8WZ42,TTN,Training_Young,never_sig
Q92499,DDX1,Training_Young,robust
Q92506,HSD17B8,Training_Young,never_sig
Q92523,CPT1B,Training_Young,never_sig
Q92530,PSMF1,Training_Young,never_sig
Q92575,UBXN4,Training_Young,never_sig
Q92614,MYO18A,Training_Young,never_sig
Q92616,GCN1,Training_Young,imputation_dependent
Q92629,SGCD,Training_Young,never_sig
Q92667,AKAP1,Training_Young,never_sig
Q92696,RABGGTA,Training_Young,never_sig
Q92734,TFG,Training_Young,never_sig
Q92747,ARPC1A,Training_Young,never_sig
Q92791,P3H4,Training_Young,never_sig
Q92841,DDX17,Training_Young,never_sig
Q92879,CELF1,Training_Young,never_sig
Q92890,UFD1,Training_Young,never_sig
Q92901,RPL3L,Training_Young,never_sig
Q92905,COPS5,Training_Young,never_sig
Q92945,KHSRP,Training_Young,never_sig
Q92947,GCDH,Training_Young,never_sig
Q92973,TNPO1,Training_Young,never_sig
Q92995,USP13,Training_Young,never_sig
Q93008,USP9X,Training_Young,robust
Q93034,CUL5,Training_Young,never_sig
Q93052,LPP,Training_Young,never_sig
Q93084,ATP2A3,Training_Young,never_sig
Q93100,PHKB,Training_Young,never_sig
Q969M7,UBE2F,Training_Young,never_sig
Q969Q0,RPL36AL,Training_Young,never_sig
Q969T9,WBP2,Training_Young,robust
Q969X5,ERGIC1,Training_Young,never_sig
Q969Z3,MTARC2,Training_Young,never_sig
Q96A26,FAM162A,Training_Young,never_sig
Q96A33,CCDC47,Training_Young,never_sig
Q96A57,TMEM230,Training_Young,never_sig
Q96AB3,ISOC2,Training_Young,never_sig
Q96AC1,FERMT2,Training_Young,never_sig
Q96AE4,FUBP1,Training_Young,never_sig
Q96AG3,SLC25A46,Training_Young,imputation_masked
Q96AN5,TMEM143,Training_Young,robust
Q96AQ6,PBXIP1,Training_Young,never_sig
Q96BW5,PTER,Training_Young,never_sig
Q96C00,ZBTB9,Training_Young,never_sig
Q96C01,FAM136A,Training_Young,never_sig
Q96C11,FGGY,Training_Young,never_sig
Q96C23,GALM,Training_Young,never_sig
Q96C86,DCPS,Training_Young,never_sig
Q96C90,PPP1R14B,Training_Young,robust
Q96CM8,ACSF2,Training_Young,never_sig
Q96CN7,ISOC1,Training_Young,imputation_masked
Q96CT7,CCDC124,Training_Young,never_sig
Q96CV9,OPTN,Training_Young,never_sig
Q96CW1,AP2M1,Training_Young,never_sig
Q96CX2,KCTD12,Training_Young,never_sig
Q96DB5,RMDN1,Training_Young,never_sig
Q96DC8,ECHDC3,Training_Young,never_sig
Q96DE0,NUDT16,Training_Young,imputation_dependent
Q96DG6,CMBL,Training_Young,never_sig
Q96DH6,MSI2,Training_Young,never_sig
Q96DV4,MRPL38,Training_Young,never_sig
Q96E11,MRRF,Training_Young,imputation_dependent
Q96EL3,MRPL53,Training_Young,never_sig
Q96EP5,DAZAP1,Training_Young,never_sig
Q96EY1,DNAJA3,Training_Young,never_sig
Q96EY7,PTCD3,Training_Young,never_sig
Q96EY8,MMAB,Training_Young,never_sig
Q96FJ2,DYNLL2,Training_Young,never_sig
Q96FQ6,S100A16,Training_Young,never_sig
Q96FV2,SCRN2,Training_Young,never_sig
Q96FW1,OTUB1,Training_Young,never_sig
Q96FZ7,CHMP6,Training_Young,never_sig
Q96GD0,PDXP,Training_Young,never_sig
Q96GG9,DCUN1D1,Training_Young,never_sig
Q96GK7,FAHD2A,Training_Young,never_sig
Q96H20,SNF8,Training_Young,never_sig
Q96HC4,PDLIM5,Training_Young,never_sig
Q96HD1,CRELD1,Training_Young,never_sig
Q96HE7,ERO1A,Training_Young,never_sig
Q96HN2,AHCYL2,Training_Young,never_sig
Q96HS1,PGAM5,Training_Young,never_sig
Q96HY6,DDRGK1,Training_Young,never_sig
Q96I23,PYURF,Training_Young,never_sig
Q96I99,SUCLG2,Training_Young,never_sig
Q96IU4,ABHD14B,Training_Young,never_sig
Q96IV0,NGLY1,Training_Young,never_sig
Q96JJ7,TMX3,Training_Young,never_sig
Q96K17,BTF3L4,Training_Young,never_sig
Q96K76,USP47,Training_Young,never_sig
Q96KP4,CNDP2,Training_Young,never_sig
Q96L96,ALPK3,Training_Young,never_sig
Q96MF2,STAC3,Training_Young,never_sig
Q96MF6,COQ10A,Training_Young,never_sig
Q96MG2,JSRP1,Training_Young,never_sig
Q96PE7,MCEE,Training_Young,never_sig
Q96PU8,QKI,Training_Young,never_sig
Q96Q06,PLIN4,Training_Young,imputation_dependent
Q96Q83,ALKBH3,Training_Young,never_sig
Q96QK1,VPS35,Training_Young,never_sig
Q96QR8,PURB,Training_Young,never_sig
Q96RK4,BBS4,Training_Young,never_sig
Q96RL7,VPS13A,Training_Young,never_sig
Q96RP9,GFM1,Training_Young,never_sig
Q96RQ3,MCCC1,Training_Young,never_sig
Q96S19,METTL26,Training_Young,never_sig
Q96S66,CLCC1,Training_Young,never_sig
Q96S96,PEBP4,Training_Young,imputation_dependent
Q96S99,PLEKHF1,Training_Young,robust
Q99417,MYCBP,Training_Young,never_sig
Q99426,TBCB,Training_Young,imputation_dependent
Q99436,PSMB7,Training_Young,never_sig
Q99447,PCYT2,Training_Young,never_sig
Q99460,PSMD1,Training_Young,never_sig
Q99471,PFDN5,Training_Young,never_sig
Q99487,PAFAH2,Training_Young,never_sig
Q99497,PARK7,Training_Young,never_sig
Q99536,VAT1,Training_Young,never_sig
Q99541,PLIN2,Training_Young,never_sig
Q99584,S100A13,Training_Young,robust
Q99598,TSNAX,Training_Young,never_sig
Q99613,EIF3C,Training_Young,never_sig
Q99623,PHB2,Training_Young,never_sig
Q99627,COPS8,Training_Young,never_sig
Q99643,SDHC,Training_Young,never_sig
Q99653,CHP1,Training_Young,never_sig
Q99714,HSD17B10,Training_Young,never_sig
Q99733,NAP1L4,Training_Young,never_sig
Q99735,MGST2,Training_Young,never_sig
Q99757,TXN2,Training_Young,never_sig
Q99766,DMAC2L,Training_Young,never_sig
Q99798,ACO2,Training_Young,never_sig
Q99807,COQ7,Training_Young,never_sig
Q99808,SLC29A1,Training_Young,never_sig
Q99816,TSG101,Training_Young,never_sig
Q99829,CPNE1,Training_Young,never_sig
Q99832,CCT7,Training_Young,robust
Q99873,PRMT1,Training_Young,never_sig
Q9BPW8,NIPSNAP1,Training_Young,never_sig
Q9BPX5,ARPC5L,Training_Young,never_sig
Q9BPX6,MICU1,Training_Young,never_sig
Q9BQ69,MACROD1,Training_Young,never_sig
Q9BQA1,WDR77,Training_Young,never_sig
Q9BQE5,APOL2,Training_Young,never_sig
Q9BQS8,FYCO1,Training_Young,never_sig
Q9BR39,JPH2,Training_Young,robust
Q9BR76,CORO1B,Training_Young,never_sig
Q9BRA2,TXNDC17,Training_Young,never_sig
Q9BRC7,PLCD4,Training_Young,never_sig
Q9BRF8,CPPED1,Training_Young,never_sig
Q9BRG1,VPS25,Training_Young,never_sig
Q9BRT3,MIEN1,Training_Young,never_sig
Q9BRX2,PELO,Training_Young,never_sig
Q9BRX8,PRXL2A,Training_Young,never_sig
Q9BS26,ERP44,Training_Young,never_sig
Q9BS40,LXN,Training_Young,never_sig
Q9BS92,NIPSNAP3B,Training_Young,never_sig
Q9BSD7,NTPCR,Training_Young,never_sig
Q9BSE5,AGMAT,Training_Young,never_sig
Q9BSH4,TACO1,Training_Young,never_sig
Q9BSJ8,ESYT1,Training_Young,never_sig
Q9BSL1,UBAC1,Training_Young,never_sig
Q9BT78,COPS4,Training_Young,never_sig
Q9BTE1,DCTN5,Training_Young,imputation_masked
Q9BTE6,AARSD1,Training_Young,never_sig
Q9BTV4,TMEM43,Training_Young,never_sig
Q9BTZ2,DHRS4,Training_Young,never_sig
Q9BUB7,TMEM70,Training_Young,never_sig
Q9BUF5,TUBB6,Training_Young,robust
Q9BUK0,CHCHD7,Training_Young,never_sig
Q9BUR5,APOO,Training_Young,never_sig
Q9BV20,MRI1,Training_Young,never_sig
Q9BV23,ABHD6,Training_Young,never_sig
Q9BV57,ADI1,Training_Young,never_sig
Q9BV79,MECR,Training_Young,never_sig
Q9BV86,NTMT1,Training_Young,never_sig
Q9BVC6,TMEM109,Training_Young,never_sig
Q9BVK6,TMED9,Training_Young,never_sig
Q9BVV7,TIMM21,Training_Young,never_sig
Q9BW30,TPPP3,Training_Young,never_sig
Q9BW91,NUDT9,Training_Young,never_sig
Q9BWH2,FUNDC2,Training_Young,never_sig
Q9BX66,SORBS1,Training_Young,imputation_dependent
Q9BX68,HINT2,Training_Young,never_sig
Q9BXB4,OSBPL11,Training_Young,never_sig
Q9BXI3,NT5C1A,Training_Young,never_sig
Q9BXJ8,TMEM120A,Training_Young,never_sig
Q9BXJ9,NAA15,Training_Young,never_sig
Q9BXK5,BCL2L13,Training_Young,never_sig
Q9BXS5,AP1M1,Training_Young,robust
Q9BXW6,OSBPL1A,Training_Young,never_sig
Q9BXW7,HDHD5,Training_Young,never_sig
Q9BY44,EIF2A,Training_Young,never_sig
Q9BYD1,MRPL13,Training_Young,never_sig
Q9BYD2,MRPL9,Training_Young,never_sig
Q9BYD3,MRPL4,Training_Young,never_sig
Q9BYD6,MRPL1,Training_Young,never_sig
Q9BYT8,NLN,Training_Young,never_sig
Q9BYV2,TRIM54,Training_Young,never_sig
Q9BYV7,BCO2,Training_Young,never_sig
Q9BZE1,MRPL37,Training_Young,never_sig
Q9BZE9,ASPSCR1,Training_Young,imputation_dependent
Q9BZL1,UBL5,Training_Young,imputation_dependent
Q9BZQ8,NIBAN1,Training_Young,robust
Q9BZV1,UBXN6,Training_Young,never_sig
Q9C0C9,UBE2O,Training_Young,never_sig
Q9C0E8,LNPK,Training_Young,never_sig
Q9GZP4,PITHD1,Training_Young,never_sig
Q9GZT3,SLIRP,Training_Young,never_sig
Q9GZT8,NIF3L1,Training_Young,imputation_dependent
Q9GZT9,EGLN1,Training_Young,never_sig
Q9GZV1,ANKRD2,Training_Young,never_sig
Q9GZZ1,NAA50,Training_Young,never_sig
Q9H061,TMEM126A,Training_Young,never_sig
Q9H074,PAIP1,Training_Young,never_sig
Q9H078,CLPB,Training_Young,never_sig
Q9H0E2,TOLLIP,Training_Young,never_sig
Q9H0N5,PCBD2,Training_Young,never_sig
Q9H0P0,NT5C3A,Training_Young,never_sig
Q9H0R4,HDHD2,Training_Young,never_sig
Q9H0U4,RAB1B,Training_Young,never_sig
Q9H0W9,C11orf54,Training_Young,never_sig
Q9H1E3,NUCKS1,Training_Young,never_sig
Q9H1E5,TMX4,Training_Young,never_sig
Q9H1R3,MYLK2,Training_Young,never_sig
Q9H223,EHD4,Training_Young,never_sig
Q9H299,SH3BGRL3,Training_Young,never_sig
Q9H2G2,SLK,Training_Young,never_sig
Q9H2H8,PPIL3,Training_Young,never_sig
Q9H2I8,LRMDA,Training_Young,never_sig
Q9H2S6,TNMD,Training_Young,never_sig
Q9H2U2,PPA2,Training_Young,never_sig
Q9H2W6,MRPL46,Training_Young,never_sig
Q9H330,TMEM245,Training_Young,never_sig
Q9H3H3,C11orf68,Training_Young,never_sig
Q9H3K2,GHITM,Training_Young,never_sig
Q9H3K6,BOLA2,Training_Young,robust
Q9H3N1,TMX1,Training_Young,never_sig
Q9H444,CHMP4B,Training_Young,never_sig
Q9H477,RBKS,Training_Young,never_sig
Q9H479,FN3K,Training_Young,never_sig
Q9H496,TOR1AIP2,Training_Young,never_sig
Q9H4A4,RNPEP,Training_Young,never_sig
Q9H4G4,GLIPR2,Training_Young,imputation_dependent
Q9H4M9,EHD1,Training_Young,never_sig
Q9H6F2,TMEM38A,Training_Young,never_sig
Q9H6K4,OPA3,Training_Young,never_sig
Q9H773,DCTPP1,Training_Young,never_sig
Q9H7C9,AAMDC,Training_Young,imputation_dependent
Q9H7Z7,PTGES2,Training_Young,never_sig
Q9H832,UBE2Z,Training_Young,never_sig
Q9H845,ACAD9,Training_Young,never_sig
Q9H8H3,METTL7A,Training_Young,never_sig
Q9H8M1,COQ10B,Training_Young,never_sig
Q9H8S9,MOB1A,Training_Young,never_sig
Q9H8Y8,GORASP2,Training_Young,never_sig
Q9H910,JPT2,Training_Young,imputation_masked
Q9H987,SYNPO2L,Training_Young,never_sig
Q9H993,ARMT1,Training_Young,never_sig
Q9H9A6,LRRC40,Training_Young,never_sig
Q9H9B4,SFXN1,Training_Young,never_sig
Q9H9P8,L2HGDH,Training_Young,never_sig
Q9H9Q2,COPS7B,Training_Young,never_sig
Q9HA64,FN3KRP,Training_Young,never_sig
Q9HA65,TBC1D17,Training_Young,never_sig
Q9HA77,CARS2,Training_Young,never_sig
Q9HB71,CACYBP,Training_Young,never_sig
Q9HBH5,RDH14,Training_Young,never_sig
Q9HBI1,PARVB,Training_Young,never_sig
Q9HBL0,TNS1,Training_Young,never_sig
Q9HBL7,PLGRKT,Training_Young,never_sig
Q9HC38,GLOD4,Training_Young,never_sig
Q9HCC0,MCCC2,Training_Young,never_sig
Q9HCP6,HHATL,Training_Young,never_sig
Q9HCU5,PREB,Training_Young,never_sig
Q9HD33,MRPL47,Training_Young,never_sig
Q9HDC5,JPH1,Training_Young,never_sig
Q9HDC9,APMAP,Training_Young,imputation_dependent
Q9NNW7,TXNRD2,Training_Young,never_sig
Q9NP72,RAB18,Training_Young,never_sig
Q9NP74,PALMD,Training_Young,never_sig
Q9NP77,SSU72,Training_Young,robust
Q9NP79,VTA1,Training_Young,never_sig
Q9NP81,SARS2,Training_Young,never_sig
Q9NP97,DYNLRB1,Training_Young,never_sig
Q9NP98,MYOZ1,Training_Young,never_sig
Q9NPC6,MYOZ2,Training_Young,never_sig
Q9NPF4,OSGEP,Training_Young,never_sig
Q9NPJ3,ACOT13,Training_Young,never_sig
Q9NQ50,MRPL40,Training_Young,never_sig
Q9NQ88,TIGAR,Training_Young,never_sig
Q9NQC3,RTN4,Training_Young,never_sig
Q9NQE9,HINT3,Training_Young,never_sig
Q9NQP4,PFDN4,Training_Young,never_sig
Q9NQR4,NIT2,Training_Young,never_sig
Q9NQW7,XPNPEP1,Training_Young,never_sig
Q9NQX3,GPHN,Training_Young,never_sig
Q9NR12,PDLIM7,Training_Young,never_sig
Q9NR19,ACSS2,Training_Young,robust
Q9NR28,DIABLO,Training_Young,never_sig
Q9NR31,SAR1A,Training_Young,never_sig
Q9NR46,SH3GLB2,Training_Young,never_sig
Q9NR50,EIF2B3,Training_Young,never_sig
Q9NR56,MBNL1,Training_Young,never_sig
Q9NRG7,SDR39U1,Training_Young,never_sig
Q9NRN7,AASDHPPT,Training_Young,never_sig
Q9NRP0,OSTC,Training_Young,never_sig
Q9NRP2,CMC2,Training_Young,never_sig
Q9NRV9,HEBP1,Training_Young,never_sig
Q9NRX4,PHPT1,Training_Young,never_sig
Q9NS69,TOMM22,Training_Young,robust
Q9NS86,LANCL2,Training_Young,imputation_dependent
Q9NSD9,FARSB,Training_Young,robust
Q9NSE4,IARS2,Training_Young,never_sig
Q9NTG7,SIRT3,Training_Young,never_sig
Q9NTJ4,MAN2C1,Training_Young,never_sig
Q9NTK5,OLA1,Training_Young,never_sig
Q9NTM9,CUTC,Training_Young,never_sig
Q9NUB1,ACSS1,Training_Young,never_sig
Q9NUJ1,ABHD10,Training_Young,never_sig
Q9NUU7,DDX19A,Training_Young,never_sig
Q9NVA2,SEPTIN11,Training_Young,never_sig
Q9NVD7,PARVA,Training_Young,never_sig
Q9NVE7,PANK4,Training_Young,never_sig
Q9NVH1,DNAJC11,Training_Young,never_sig
Q9NVH6,TMLHE,Training_Young,never_sig
Q9NVI7,ATAD3A,Training_Young,never_sig
Q9NVJ2,ARL8B,Training_Young,never_sig
Q9NVS2,MRPS18A,Training_Young,never_sig
Q9NVS9,PNPO,Training_Young,never_sig
Q9NWU1,OXSM,Training_Young,never_sig
Q9NWU5,MRPL22,Training_Young,never_sig
Q9NWV4,CZIB,Training_Young,imputation_dependent
Q9NWV8,BABAM1,Training_Young,never_sig
Q9NX14,NDUFB11,Training_Young,never_sig
Q9NX40,OCIAD1,Training_Young,never_sig
Q9NX47,MARCHF5,Training_Young,never_sig
Q9NX63,CHCHD3,Training_Young,never_sig
Q9NXA8,SIRT5,Training_Young,never_sig
Q9NXR7,BABAM2,Training_Young,never_sig
Q9NY33,DPP3,Training_Young,robust
Q9NY65,TUBA8,Training_Young,never_sig
Q9NYL2,MAP3K20,Training_Young,never_sig
Q9NYU2,UGGT1,Training_Young,never_sig
Q9NZ01,TECR,Training_Young,never_sig
Q9NZ08,ERAP1,Training_Young,never_sig
Q9NZ45,CISD1,Training_Young,never_sig
Q9NZA1,CLIC5,Training_Young,never_sig
Q9NZB2,FAM120A,Training_Young,never_sig
Q9NZD2,GLTP,Training_Young,never_sig
Q9NZJ6,COQ3,Training_Young,never_sig
Q9NZL4,HSPBP1,Training_Young,never_sig
Q9NZL9,MAT2B,Training_Young,never_sig
Q9NZM1,MYOF,Training_Young,never_sig
Q9NZN4,EHD2,Training_Young,imputation_dependent
Q9NZQ9,TMOD4,Training_Young,never_sig
Q9NZU5,LMCD1,Training_Young,never_sig
Q9NZZ3,CHMP5,Training_Young,never_sig
Q9P003,CNIH4,Training_Young,never_sig
Q9P032,NDUFAF4,Training_Young,never_sig
Q9P0I2,EMC3,Training_Young,never_sig
Q9P0J0,NDUFA13,Training_Young,never_sig
Q9P0J1,PDP1,Training_Young,never_sig
Q9P0J6,MRPL36,Training_Young,never_sig
Q9P0L0,VAPA,Training_Young,never_sig
Q9P0P0,RNF181,Training_Young,never_sig
Q9P2J5,LARS1,Training_Young,never_sig
Q9P2R7,SUCLA2,Training_Young,never_sig
Q9P2T1,GMPR2,Training_Young,never_sig
Q9P2X0,DPM3,Training_Young,never_sig
Q9P2X3,IMPACT,Training_Young,never_sig
Q9UBB4,ATXN10,Training_Young,never_sig
Q9UBC2,EPS15L1,Training_Young,never_sig
Q9UBE0,SAE1,Training_Young,never_sig
Q9UBF6,RNF7,Training_Young,robust
Q9UBF9,MYOT,Training_Young,never_sig
Q9UBI6,GNG12,Training_Young,never_sig
Q9UBQ0,VPS29,Training_Young,never_sig
Q9UBQ5,EIF3K,Training_Young,never_sig
Q9UBQ7,GRHPR,Training_Young,never_sig
Q9UBR2,CTSZ,Training_Young,never_sig
Q9UBT2,UBA2,Training_Young,never_sig
Q9UBW8,COPS7A,Training_Young,never_sig
Q9UBY9,HSPB7,Training_Young,robust
Q9UDT6,CLIP2,Training_Young,never_sig
Q9UDW1,UQCR10,Training_Young,never_sig
Q9UDY4,DNAJB4,Training_Young,never_sig
Q9UFN0,NIPSNAP3A,Training_Young,never_sig
Q9UGI8,TES,Training_Young,never_sig
Q9UGL1,KDM5B,Training_Young,never_sig
Q9UGM6,WARS2,Training_Young,never_sig
Q9UH92,MLX,Training_Young,never_sig
Q9UHD8,SEPTIN9,Training_Young,never_sig
Q9UHD9,UBQLN2,Training_Young,never_sig
Q9UHG3,PCYOX1,Training_Young,never_sig
Q9UHL4,DPP7,Training_Young,imputation_dependent
Q9UHP9,SMPX,Training_Young,never_sig
Q9UHQ4,BCAP29,Training_Young,never_sig
Q9UHQ9,CYB5R1,Training_Young,never_sig
Q9UHV9,PFDN2,Training_Young,never_sig
Q9UHX1,PUF60,Training_Young,never_sig
Q9UHY7,ENOPH1,Training_Young,never_sig
Q9UI09,NDUFA12,Training_Young,imputation_dependent
Q9UI10,EIF2B4,Training_Young,never_sig
Q9UI12,ATP6V1H,Training_Young,never_sig
Q9UI30,TRMT112,Training_Young,never_sig
Q9UIA9,XPO7,Training_Young,never_sig
Q9UIC8,LCMT1,Training_Young,never_sig
Q9UII2,ATP5IF1,Training_Young,never_sig
Q9UIJ7,AK3,Training_Young,never_sig
Q9UJ70,NAGK,Training_Young,never_sig
Q9UJS0,SLC25A13,Training_Young,never_sig
Q9UJU6,DBNL,Training_Young,never_sig
Q9UJW0,DCTN4,Training_Young,imputation_dependent
Q9UJY1,HSPB8,Training_Young,never_sig
Q9UJZ1,STOML2,Training_Young,never_sig
Q9UK41,VPS28,Training_Young,never_sig
Q9UK76,JPT1,Training_Young,never_sig
Q9UKG1,APPL1,Training_Young,imputation_dependent
Q9UKS6,PACSIN3,Training_Young,never_sig
Q9UKU7,ACAD8,Training_Young,never_sig
Q9UKV8,AGO2,Training_Young,never_sig
Q9UKX2,MYH2,Training_Young,never_sig
Q9UKX3,MYH13,Training_Young,never_sig
Q9UKY7,CDV3,Training_Young,never_sig
Q9UL25,RAB21,Training_Young,never_sig
Q9UL46,PSME2,Training_Young,robust
Q9ULA0,DNPEP,Training_Young,never_sig
Q9ULC4,MCTS1,Training_Young,never_sig
Q9ULP9,TBC1D24,Training_Young,never_sig
Q9UM00,TMCO1,Training_Young,never_sig
Q9UM22,EPDR1,Training_Young,never_sig
Q9UM54,MYO6,Training_Young,never_sig
Q9UMS0,NFU1,Training_Young,imputation_dependent
Q9UMS6,SYNPO2,Training_Young,never_sig
Q9UMX0,UBQLN1,Training_Young,never_sig
Q9UMY4,SNX12,Training_Young,never_sig
Q9UN36,NDRG2,Training_Young,never_sig
Q9UN37,VPS4A,Training_Young,never_sig
Q9UN86,G3BP2,Training_Young,never_sig
Q9UNE7,STUB1,Training_Young,never_sig
Q9UNF0,PACSIN2,Training_Young,never_sig
Q9UNH7,SNX6,Training_Young,never_sig
Q9UNM6,PSMD13,Training_Young,never_sig
Q9UNS2,COPS3,Training_Young,never_sig
Q9UNZ2,NSFL1C,Training_Young,never_sig
Q9UPN7,PPP6R1,Training_Young,imputation_dependent
Q9UPQ0,LIMCH1,Training_Young,never_sig
Q9UPU5,USP24,Training_Young,never_sig
Q9UPY8,MAPRE3,Training_Young,never_sig
Q9UQ80,PA2G4,Training_Young,never_sig
Q9UQM7,CAMK2A,Training_Young,never_sig
Q9UQN3,CHMP2B,Training_Young,never_sig
Q9Y224,RTRAF,Training_Young,never_sig
Q9Y230,RUVBL2,Training_Young,never_sig
Q9Y235,APOBEC2,Training_Young,never_sig
Q9Y237,PIN4,Training_Young,never_sig
Q9Y262,EIF3L,Training_Young,never_sig
Q9Y263,PLAA,Training_Young,never_sig
Q9Y266,NUDC,Training_Young,never_sig
Q9Y276,BCS1L,Training_Young,never_sig
Q9Y277,VDAC3,Training_Young,robust
Q9Y281,CFL2,Training_Young,never_sig
Q9Y285,FARSA,Training_Young,robust
Q9Y2B0,CNPY2,Training_Young,never_sig
Q9Y2H6,FNDC3A,Training_Young,never_sig
Q9Y2J8,PADI2,Training_Young,robust
Q9Y2Q3,GSTK1,Training_Young,never_sig
Q9Y2Q5,LAMTOR2,Training_Young,never_sig
Q9Y2Q9,MRPS35,Training_Young,never_sig
Q9Y2R0,COA3,Training_Young,never_sig
Q9Y2S6,TMA7,Training_Young,never_sig
Q9Y2Z0,SUGT1,Training_Young,never_sig
Q9Y2Z9,COQ6,Training_Young,never_sig
Q9Y305,ACOT9,Training_Young,never_sig
Q9Y316,MEMO1,Training_Young,never_sig
Q9Y320,TMX2,Training_Young,robust
Q9Y371,SH3GLB1,Training_Young,never_sig
Q9Y376,CAB39,Training_Young,never_sig
Q9Y383,LUC7L2,Training_Young,never_sig
Q9Y394,DHRS7,Training_Young,never_sig
Q9Y3A3,MOB4,Training_Young,never_sig
Q9Y3A5,SBDS,Training_Young,never_sig
Q9Y3B7,MRPL11,Training_Young,never_sig
Q9Y3C6,PPIL1,Training_Young,never_sig
Q9Y3D2,MSRB2,Training_Young,never_sig
Q9Y3D6,FIS1,Training_Young,never_sig
Q9Y3F4,STRAP,Training_Young,never_sig
Q9Y3I0,RTCB,Training_Young,robust
Q9Y3U8,RPL36,Training_Young,never_sig
Q9Y3Z3,SAMHD1,Training_Young,never_sig
Q9Y450,HBS1L,Training_Young,never_sig
Q9Y490,TLN1,Training_Young,never_sig
Q9Y4E8,USP15,Training_Young,never_sig
Q9Y4G6,TLN2,Training_Young,never_sig
Q9Y4J8,DTNA,Training_Young,never_sig
Q9Y4L1,HYOU1,Training_Young,imputation_dependent
Q9Y4W6,AFG3L2,Training_Young,never_sig
Q9Y4X5,ARIH1,Training_Young,never_sig
Q9Y508,RNF114,Training_Young,never_sig
Q9Y512,SAMM50,Training_Young,never_sig
Q9Y570,PPME1,Training_Young,never_sig
Q9Y5J7,TIMM9,Training_Young,never_sig
Q9Y5J9,TIMM8B,Training_Young,never_sig
Q9Y5K5,UCHL5,Training_Young,never_sig
Q9Y5L4,TIMM13,Training_Young,never_sig
Q9Y5M8,SRPRB,Training_Young,never_sig
Q9Y5P6,GMPPB,Training_Young,never_sig
Q9Y5U8,MPC1,Training_Young,never_sig
Q9Y5X3,SNX5,Training_Young,never_sig
Q9Y5Z4,HEBP2,Training_Young,never_sig
Q9Y5Z7,HCFC2,Training_Young,never_sig
Q9Y613,FHOD1,Training_Young,never_sig
Q9Y623,MYH4,Training_Young,never_sig
Q9Y676,MRPS18B,Training_Young,never_sig
Q9Y678,COPG1,Training_Young,never_sig
Q9Y696,CLIC4,Training_Young,never_sig
Q9Y697,NFS1,Training_Young,never_sig
Q9Y6A9,SPCS1,Training_Young,never_sig
Q9Y6B6,SAR1B,Training_Young,never_sig
Q9Y6C9,MTCH2,Training_Young,never_sig
Q9Y6E2,BZW2,Training_Young,never_sig
Q9Y6G9,DYNC1LI1,Training_Young,robust
Q9Y6H1,CHCHD2,Training_Young,never_sig
Q9Y6M9,NDUFB9,Training_Young,robust
Q9Y6N1,COX11,Training_Young,never_sig
Q9Y6N5,SQOR,Training_Young,never_sig
Q9Y6P5,SESN1,Training_Young,never_sig
Q9Y6Y8,SEC23IP,Training_Young,never_sig
A0A0U1RRL7,MMP24OS,Training_Old,never_sig
A0FGR8,ESYT2,Training_Old,never_sig
A1L0T0,ILVBL,Training_Old,never_sig
A1L4K1,FSD2,Training_Old,never_sig
A2RTX5,TARS3,Training_Old,never_sig
A3KMH1,VWA8,Training_Old,never_sig
A5YM72,CARNS1,Training_Old,never_sig
